cluster,week,hour,count,avg_priority,anomaly,is_anomaly,top_junction,risk_score
72,4,8,5,9.0,-1,1,No Junction,7.35
88,9,20,5,7.5,-1,1,No Junction,7.62
222,2,19,5,7.5,-1,1,No Junction,7.06
20,13,7,5,8.1,-1,1,No Junction,7.2
222,8,8,5,10.5,-1,1,No Junction,7.06
614,14,22,5,7.0,-1,1,"BTP226 - 33rd Cross, 11th Main, Jayanagar",5.38
88,3,19,5,9.3,-1,1,No Junction,7.62
175,1,7,5,7.5,-1,1,No Junction,7.19
142,51,7,5,7.5,-1,1,BTP140 - Madiwala Check Post,8.28
27,9,19,5,7.5,-1,1,No Junction,6.72
343,6,20,5,7.5,-1,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",7.77
337,46,9,5,8.7,-1,1,No Junction,7.16
348,10,7,5,7.5,-1,1,No Junction,7.03
92,8,9,5,7.5,-1,1,No Junction,7.61
667,12,7,5,8.1,-1,1,No Junction,6.22
323,52,20,5,7.5,-1,1,No Junction,6.92
72,10,20,5,8.7,-1,1,No Junction,7.35
364,1,6,5,7.0,-1,1,No Junction,7.49
659,46,2,5,7.0,-1,1,"BTP226 - 33rd Cross, 11th Main, Jayanagar",4.35
27,9,20,5,7.5,-1,1,No Junction,6.72
287,12,5,5,7.0,-1,1,BTP135 - UCO Bank Junction,7.5
290,5,2,5,9.8,-1,1,No Junction,5.49
162,5,8,5,10.5,-1,1,No Junction,6.89
142,7,20,5,7.5,-1,1,BTP140 - Madiwala Check Post,8.28
139,51,7,5,7.5,-1,1,No Junction,5.52
641,7,1,5,7.0,-1,1,No Junction,5.01
162,51,20,5,9.3,-1,1,No Junction,6.89
343,49,5,4,7.25,-1,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",7.77
471,12,20,4,10.5,-1,1,No Junction,6.01
443,9,2,4,10.25,-1,1,No Junction,5.27
820,45,20,4,7.5,-1,1,No Junction,4.12
445,48,3,4,10.5,-1,1,No Junction,5.84
445,48,0,4,8.25,-1,1,No Junction,5.84
662,47,7,4,7.5,-1,1,No Junction,4.92
443,1,3,4,8.0,-1,1,No Junction,5.27
445,5,20,4,8.625,-1,1,No Junction,5.84
20,10,7,4,10.5,-1,1,No Junction,7.2
16,2,8,4,10.5,-1,1,No Junction,7.12
431,48,8,4,9.75,-1,1,No Junction,6.81
10,7,19,4,12.0,-1,1,No Junction,6.81
244,46,8,4,10.5,-1,1,"BTP202 - East End Main Road, Jayanagar",8.38
17,4,19,4,7.5,-1,1,No Junction,7.53
6,49,9,4,7.5,-1,1,No Junction,8.06
323,2,9,4,7.5,-1,1,No Junction,6.92
394,49,2,4,8.0,-1,1,No Junction,6.07
697,12,7,4,10.5,-1,1,BTP135 - UCO Bank Junction,7.37
381,52,6,4,7.25,-1,1,No Junction,6.46
14,2,8,4,7.5,-1,1,No Junction,6.24
307,50,20,4,7.5,-1,1,BTP136 - Hosur-Tavarkere Road Junction,7.77
653,3,20,4,7.5,-1,1,No Junction,6.59
722,48,7,4,7.5,-1,1,No Junction,4.69
16,13,9,4,7.5,-1,1,No Junction,7.12
80,9,9,4,7.5,-1,1,"BTP024 - NPS, Vijayanagar",6.67
75,6,7,4,10.5,-1,1,"BTP070 - Cholurpalya Junction, Magadi Road",7.02
72,11,9,4,7.5,-1,1,No Junction,7.35
142,52,7,4,7.5,-1,1,BTP140 - Madiwala Check Post,8.28
108,49,9,4,7.5,-1,1,No Junction,5.94
162,10,19,4,9.75,-1,1,No Junction,6.89
92,8,7,4,7.5,-1,1,No Junction,7.61
115,46,3,4,9.0,-1,1,No Junction,7.06
179,50,19,4,11.625,-1,1,No Junction,6.78
89,13,19,4,7.5,-1,1,BTP096 - Gali Anjaneya Temple,8.39
146,49,8,4,7.5,-1,1,No Junction,6.65
198,2,20,4,7.5,-1,1,No Junction,6.35
146,8,7,4,10.125,-1,1,No Junction,6.65
108,48,8,4,7.5,-1,1,No Junction,5.94
88,47,8,4,8.25,-1,1,No Junction,7.62
32,10,19,4,10.875,-1,1,No Junction,5.61
88,14,8,4,7.875,-1,1,No Junction,7.62
88,13,7,4,7.5,-1,1,No Junction,7.62
128,48,7,4,7.5,-1,1,No Junction,6.27
431,14,7,3,8.5,-1,1,No Junction,6.81
516,10,8,3,8.5,-1,1,No Junction,4.36
159,7,22,3,7.666666666666667,-1,1,No Junction,6.31
480,12,19,3,8.0,-1,1,No Junction,6.7
159,48,3,3,9.666666666666666,-1,1,No Junction,6.31
494,8,8,3,7.5,-1,1,No Junction,5.9
496,1,20,3,7.5,-1,1,No Junction,6.64
115,9,2,3,10.666666666666666,-1,1,No Junction,7.06
307,46,20,3,7.5,-1,1,BTP136 - Hosur-Tavarkere Road Junction,7.77
530,13,7,3,7.5,-1,1,No Junction,4.81
529,2,5,3,13.0,-1,1,"BTP127 - Sagar Hospital, Jayanagar",4.16
327,6,5,3,10.0,-1,1,No Junction,6.73
111,50,7,3,7.5,-1,1,No Junction,6.8
111,11,20,3,7.5,-1,1,No Junction,6.8
162,51,8,3,9.5,-1,1,No Junction,6.89
16,46,9,3,8.5,-1,1,No Junction,7.12
124,3,19,3,7.5,-1,1,No Junction,7.28
169,49,20,3,7.5,-1,1,No Junction,5.33
327,5,7,3,12.5,-1,1,No Junction,6.73
153,52,22,3,9.0,-1,1,No Junction,5.95
47,8,7,3,7.5,-1,1,No Junction,5.59
337,50,19,3,10.5,-1,1,No Junction,7.16
64,4,8,3,8.0,-1,1,BTP048 - Shanthala Junction,8.36
142,7,7,3,7.5,-1,1,BTP140 - Madiwala Check Post,8.28
142,12,20,3,7.5,-1,1,BTP140 - Madiwala Check Post,8.28
121,3,19,3,7.5,-1,1,No Junction,7.7
348,8,8,3,7.5,-1,1,No Junction,7.03
115,52,5,3,9.333333333333334,-1,1,No Junction,7.06
343,11,7,3,9.5,-1,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",7.77
337,46,19,3,7.5,-1,1,No Junction,7.16
15,6,7,3,7.5,-1,1,No Junction,7.18
431,1,7,3,12.0,-1,1,No Junction,6.81
23,48,9,3,7.5,-1,1,No Junction,7.54
115,48,2,3,8.333333333333334,-1,1,No Junction,7.06
76,6,20,3,7.5,-1,1,No Junction,6.75
88,7,20,3,7.5,-1,1,No Junction,7.62
115,13,21,3,8.333333333333334,-1,1,No Junction,7.06
327,13,6,3,9.0,-1,1,No Junction,6.73
444,5,20,3,7.5,-1,1,No Junction,5.49
111,3,7,3,7.5,-1,1,No Junction,6.8
574,6,7,3,10.5,-1,1,No Junction,6.64
245,51,19,3,7.5,-1,1,No Junction,7.37
179,2,20,3,7.5,-1,1,No Junction,6.78
16,50,20,3,10.0,-1,1,No Junction,7.12
245,5,20,3,8.5,-1,1,No Junction,7.37
191,10,10,3,9.0,-1,1,BTP137 - Madiwala Traffic PS Junction,7.98
701,3,7,3,7.5,-1,1,No Junction,6.07
701,48,7,3,7.5,-1,1,No Junction,6.07
701,48,8,3,7.5,-1,1,No Junction,6.07
704,9,7,3,7.5,-1,1,No Junction,5.65
193,12,20,3,7.5,-1,1,BTP041 - Gopal Gowda Circle,7.68
704,14,8,3,7.5,-1,1,No Junction,5.65
726,3,9,3,7.5,-1,1,No Junction,6.6
88,11,3,3,8.0,-1,1,No Junction,7.62
231,5,7,3,7.5,-1,1,No Junction,5.21
230,52,7,3,8.0,-1,1,BTP054 - Shivananda Circle,6.04
747,10,3,3,8.0,-1,1,No Junction,4.32
198,47,20,3,7.5,-1,1,No Junction,6.35
4,8,9,3,7.5,-1,1,BTP027 - Modi Bridge Junction,6.39
222,1,19,3,7.5,-1,1,No Junction,7.06
222,12,19,3,7.5,-1,1,No Junction,7.06
786,51,1,3,10.0,-1,1,No Junction,4.2
88,12,8,3,9.5,-1,1,No Junction,7.62
16,49,7,3,8.0,-1,1,No Junction,7.12
668,1,23,3,8.0,-1,1,No Junction,5.48
653,2,8,3,7.5,-1,1,No Junction,6.59
574,47,7,3,9.5,-1,1,No Junction,6.64
256,9,19,3,7.5,-1,1,"BTP094 - Sri Skanda Complex, Mysore Road",7.15
258,52,6,3,8.0,-1,1,No Junction,6.7
94,7,7,3,8.5,-1,1,No Junction,6.52
258,51,5,3,8.0,-1,1,No Junction,6.7
653,2,7,3,7.5,-1,1,No Junction,6.59
101,48,20,3,7.5,-1,1,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",7.08
23,9,8,3,7.5,-1,1,No Junction,7.54
572,11,9,2,12.75,-1,1,No Junction,5.24
79,5,4,2,8.0,-1,1,No Junction,6.28
641,7,9,2,10.5,-1,1,No Junction,5.01
119,4,1,2,8.5,-1,1,No Junction,6.95
537,6,7,2,9.0,-1,1,No Junction,5.32
6,50,8,2,9.0,-1,1,No Junction,8.06
121,51,9,2,9.0,-1,1,No Junction,7.7
88,12,9,2,9.0,-1,1,No Junction,7.62
94,49,8,2,9.0,-1,1,No Junction,6.52
422,2,5,2,8.5,-1,1,No Junction,4.43
94,50,7,2,9.0,-1,1,No Junction,6.52
40,7,19,2,10.5,-1,1,No Junction,6.48
10,2,7,2,9.0,-1,1,No Junction,6.81
772,49,9,2,10.5,-1,1,No Junction,5.7
786,46,23,2,8.0,-1,1,No Junction,4.2
558,52,19,2,9.75,-1,1,No Junction,7.34
574,51,8,2,10.5,-1,1,No Junction,6.64
79,48,4,2,12.5,-1,1,No Junction,6.28
115,52,2,2,10.0,-1,1,No Junction,7.06
115,51,5,2,10.0,-1,1,No Junction,7.06
115,11,2,2,11.0,-1,1,No Junction,7.06
667,1,7,2,12.75,-1,1,No Junction,6.22
471,12,21,2,8.5,-1,1,No Junction,6.01
94,3,23,2,8.0,-1,1,No Junction,6.52
463,51,20,2,10.5,-1,1,No Junction,4.52
496,47,6,2,9.5,-1,1,No Junction,6.64
115,10,1,2,11.0,-1,1,No Junction,7.06
115,13,2,2,10.0,-1,1,No Junction,7.06
455,8,7,2,9.0,-1,1,No Junction,6.43
115,13,5,2,13.5,-1,1,No Junction,7.06
102,15,8,2,10.5,-1,1,BTP135 - UCO Bank Junction,7.51
671,6,3,2,9.0,-1,1,No Junction,5.01
501,3,8,2,8.25,-1,1,No Junction,6.1
445,1,3,2,10.0,-1,1,No Junction,5.84
115,46,7,2,15.0,-1,1,No Junction,7.06
88,10,18,2,11.25,-1,1,No Junction,7.62
112,13,10,2,10.5,-1,1,BTP108 - Tagore Park Junction,7.27
443,48,0,2,8.5,-1,1,No Junction,5.27
94,47,7,2,9.0,-1,1,No Junction,6.52
40,7,20,2,10.5,-1,1,No Junction,6.48
227,9,7,2,9.75,-1,1,BTP068 - Veeresh Theatre Junction,6.12
290,50,3,2,9.5,-1,1,No Junction,5.49
153,52,19,2,10.5,-1,1,No Junction,5.95
16,2,7,2,9.0,-1,1,No Junction,7.12
146,51,4,2,8.5,-1,1,No Junction,6.65
198,49,18,2,9.0,-1,1,No Junction,6.35
139,46,20,2,9.0,-1,1,No Junction,5.52
364,1,8,2,10.5,-1,1,No Junction,7.49
14,3,9,2,12.0,-1,1,No Junction,6.24
258,52,1,2,9.5,-1,1,No Junction,6.7
270,13,6,2,8.0,-1,1,"BTP089 - Police Quarters, Sultan Road",7.7
162,11,7,2,10.5,-1,1,No Junction,6.89
200,4,7,2,10.5,-1,1,No Junction,5.52
162,3,18,2,9.0,-1,1,No Junction,6.89
222,52,7,2,8.25,-1,1,No Junction,7.06
290,5,3,2,11.5,-1,1,No Junction,5.49
187,10,21,2,10.0,-1,1,No Junction,5.65
125,49,7,2,10.5,-1,1,No Junction,5.12
165,50,7,2,8.25,-1,1,No Junction,5.84
36,2,20,2,12.0,-1,1,BTP104 - Medical College Circle,7.57
16,49,20,1,10.5,-1,1,No Junction,7.12
179,1,3,1,11.0,-1,1,No Junction,6.78
23,8,9,1,10.5,-1,1,No Junction,7.54
641,48,7,1,10.5,-1,1,No Junction,5.01
257,8,6,1,12.0,-1,1,No Junction,3.92
645,10,4,1,17.0,-1,1,"BTP001 - 10th Cross, Dr. Rajkumar Road",3.97
258,50,6,1,8.0,-1,1,No Junction,6.7
88,10,8,1,10.5,-1,1,No Junction,7.62
245,52,8,1,13.5,-1,1,No Junction,7.37
258,49,20,1,13.5,-1,1,No Junction,6.7
265,15,7,1,10.5,-1,1,No Junction,5.49
258,1,21,1,8.0,-1,1,No Junction,6.7
258,8,5,1,8.0,-1,1,No Junction,6.7
100,10,5,1,9.0,-1,1,No Junction,5.45
634,8,7,1,10.5,-1,1,No Junction,4.3
574,6,8,1,10.5,-1,1,No Junction,6.64
108,48,18,1,12.0,-1,1,No Junction,5.94
569,2,22,1,9.0,-1,1,No Junction,5.63
569,3,22,1,11.0,-1,1,No Junction,5.63
572,14,7,1,9.0,-1,1,No Junction,5.24
287,12,7,1,10.5,-1,1,BTP135 - UCO Bank Junction,7.5
174,13,7,1,10.5,-1,1,No Junction,3.97
283,3,8,1,10.5,-1,1,BTP130 - GD Mara Junction,6.35
102,12,20,1,10.5,-1,1,BTP135 - UCO Bank Junction,7.51
100,8,6,1,13.0,-1,1,No Junction,5.45
175,7,11,1,8.0,-1,1,No Junction,7.19
270,12,7,1,15.0,-1,1,"BTP089 - Police Quarters, Sultan Road",7.7
585,3,7,1,10.5,-1,1,No Junction,4.97
589,50,23,1,9.0,-1,1,BTP214 - 5th Main Chamrajpet  Junction,6.97
600,51,20,1,10.5,-1,1,No Junction,5.01
86,52,9,1,10.5,-1,1,No Junction,7.47
100,10,1,1,10.0,-1,1,No Junction,5.45
68,48,5,1,8.0,-1,1,No Junction,7.28
40,5,7,1,10.5,-1,1,No Junction,6.48
179,6,1,1,8.0,-1,1,No Junction,6.78
0,48,4,1,8.0,-1,1,No Junction,7.18
199,50,7,1,10.5,-1,1,No Junction,6.64
229,49,3,1,9.0,-1,1,No Junction,7.67
779,6,8,1,10.5,-1,1,No Junction,4.44
779,8,7,1,10.5,-1,1,No Junction,4.44
779,11,8,1,10.5,-1,1,No Junction,4.44
779,12,7,1,10.5,-1,1,No Junction,4.44
229,12,20,1,10.5,-1,1,No Junction,7.67
20,14,20,1,10.5,-1,1,No Junction,7.2
786,52,5,1,9.0,-1,1,No Junction,4.2
0,48,0,1,8.0,-1,1,No Junction,7.18
0,46,7,1,16.5,-1,1,No Junction,7.18
0,14,23,1,8.0,-1,1,No Junction,7.18
817,49,4,1,9.0,-1,1,No Junction,3.5
224,51,20,1,10.5,-1,1,No Junction,5.64
225,49,7,1,10.5,-1,1,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",6.61
0,9,9,1,10.5,-1,1,No Junction,7.18
0,9,0,1,8.0,-1,1,No Junction,7.18
755,10,7,1,10.5,-1,1,No Junction,3.62
0,52,21,1,8.0,-1,1,No Junction,7.18
671,6,5,1,11.0,-1,1,No Junction,5.01
229,52,0,1,10.0,-1,1,No Junction,7.67
671,52,5,1,10.0,-1,1,No Junction,5.01
69,1,7,1,13.5,-1,1,No Junction,6.26
290,5,22,1,11.0,-1,1,No Junction,5.49
69,1,8,1,13.5,-1,1,No Junction,6.26
191,10,12,1,8.0,-1,1,BTP137 - Madiwala Traffic PS Junction,7.98
191,49,20,1,10.5,-1,1,BTP137 - Madiwala Traffic PS Junction,7.98
244,4,22,1,12.0,-1,1,"BTP202 - East End Main Road, Jayanagar",8.38
69,2,4,1,9.0,-1,1,No Junction,6.26
88,1,23,1,8.0,-1,1,No Junction,7.62
88,4,3,1,8.0,-1,1,No Junction,7.62
6,3,9,1,12.0,-1,1,No Junction,8.06
69,2,23,1,13.0,-1,1,No Junction,6.26
240,13,7,1,10.5,-1,1,No Junction,4.63
69,4,5,1,8.0,-1,1,No Junction,6.26
69,4,7,1,18.0,-1,1,No Junction,6.26
233,46,20,1,10.5,-1,1,No Junction,5.96
233,5,8,1,10.5,-1,1,No Junction,5.96
75,2,20,1,10.5,-1,1,"BTP070 - Cholurpalya Junction, Magadi Road",7.02
16,6,20,1,10.5,-1,1,No Junction,7.12
109,47,1,1,13.0,-1,1,"BTP001 - 10th Cross, Dr. Rajkumar Road",6.2
336,5,20,1,13.5,-1,1,No Junction,3.98
412,13,7,1,10.5,-1,1,No Junction,5.85
7,3,8,1,10.5,-1,1,No Junction,6.79
75,14,19,1,15.0,-1,1,"BTP070 - Cholurpalya Junction, Magadi Road",7.02
351,46,23,1,8.0,-1,1,No Junction,4.86
119,48,7,1,10.5,-1,1,No Junction,6.95
88,7,7,1,10.5,-1,1,No Junction,7.62
146,11,2,1,10.0,-1,1,No Junction,6.65
116,9,20,1,12.0,-1,1,No Junction,4.89
115,51,20,1,15.0,-1,1,No Junction,7.06
151,47,8,1,10.5,-1,1,No Junction,6.69
443,9,3,1,8.0,-1,1,No Junction,5.27
153,52,3,1,9.0,-1,1,No Junction,5.95
443,48,3,1,9.0,-1,1,No Junction,5.27
443,48,4,1,10.0,-1,1,No Junction,5.27
115,48,7,1,10.5,-1,1,No Junction,7.06
153,52,8,1,13.5,-1,1,No Junction,5.95
337,12,18,1,9.0,-1,1,No Junction,7.16
229,2,3,1,9.0,-1,1,No Junction,7.67
59,12,4,1,8.0,-1,1,"BTP226 - 33rd Cross, 11th Main, Jayanagar",7.75
58,49,17,1,10.5,-1,1,No Junction,5.93
381,2,20,1,10.5,-1,1,No Junction,6.46
369,47,20,1,12.0,-1,1,"BTP001 - 10th Cross, Dr. Rajkumar Road",5.3
373,47,7,1,10.5,-1,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",8.43
44,14,20,1,10.5,-1,1,No Junction,5.28
10,51,19,1,10.5,-1,1,No Junction,6.81
125,51,8,1,10.5,-1,1,No Junction,5.12
134,50,7,1,10.5,-1,1,No Junction,6.46
376,3,5,1,11.0,-1,1,No Junction,5.64
49,9,8,1,10.5,-1,1,No Junction,6.51
399,5,7,1,10.5,-1,1,No Junction,4.41
364,3,23,1,8.0,-1,1,No Junction,7.49
381,13,6,1,9.0,-1,1,No Junction,6.46
381,13,7,1,13.5,-1,1,No Junction,6.46
121,12,22,1,8.0,-1,1,No Junction,7.7
394,9,19,1,10.5,-1,1,No Junction,6.07
135,3,9,1,10.5,-1,1,No Junction,5.66
394,49,23,1,9.0,-1,1,No Junction,6.07
337,8,19,1,9.0,-1,1,No Junction,7.16
115,46,2,1,10.0,-1,1,No Junction,7.06
109,47,20,1,25.5,-1,1,"BTP001 - 10th Cross, Dr. Rajkumar Road",6.2
115,13,23,1,11.0,-1,1,No Junction,7.06
316,9,23,1,8.0,-1,1,No Junction,5.19
496,49,8,1,10.5,-1,1,No Junction,6.64
316,9,3,1,8.0,-1,1,No Junction,5.19
314,51,19,1,12.0,-1,1,No Junction,5.69
510,1,0,1,8.0,-1,1,No Junction,5.15
314,51,4,1,9.0,-1,1,No Junction,5.69
115,7,5,1,9.0,-1,1,No Junction,7.06
162,8,21,1,9.0,-1,1,No Junction,6.89
112,10,7,1,10.5,-1,1,BTP108 - Tagore Park Junction,7.27
75,9,10,1,10.5,-1,1,"BTP070 - Cholurpalya Junction, Magadi Road",7.02
529,2,6,1,9.0,-1,1,"BTP127 - Sagar Hospital, Jayanagar",4.16
162,48,18,1,10.5,-1,1,No Junction,6.89
16,3,19,1,10.5,-1,1,No Junction,7.12
537,13,20,1,13.5,-1,1,No Junction,5.32
83,14,8,1,10.5,-1,1,No Junction,6.34
16,6,8,1,10.5,-1,1,No Junction,7.12
109,47,21,1,13.0,-1,1,"BTP001 - 10th Cross, Dr. Rajkumar Road",6.2
320,10,7,1,12.0,-1,1,No Junction,5.42
492,13,7,1,12.0,-1,1,No Junction,4.81
489,12,21,1,12.0,-1,1,No Junction,4.14
327,6,0,1,10.0,-1,1,No Junction,6.73
334,3,8,1,10.5,-1,1,BTP098 - Nayandahalli Junction,6.24
327,10,20,1,9.0,-1,1,No Junction,6.73
327,9,10,1,10.5,-1,1,No Junction,6.73
327,8,23,1,10.0,-1,1,No Junction,6.73
463,2,19,1,13.5,-1,1,No Junction,4.52
463,3,1,1,11.0,-1,1,No Junction,4.52
463,51,0,1,9.0,-1,1,No Junction,4.52
115,12,20,1,10.5,-1,1,No Junction,7.06
484,51,20,1,10.5,-1,1,No Junction,6.17
155,8,20,1,10.5,-1,1,"BTP170 - Dr. Bheem Rao Palace, Chord Road",7.58
474,2,7,1,10.5,-1,1,BTP032 - Windsor Circle,6.11
475,47,7,1,10.5,-1,1,No Junction,6.67
475,47,8,1,10.5,-1,1,No Junction,6.67
323,5,20,1,13.5,-1,1,No Junction,6.92
27,4,10,1,10.5,-1,1,No Junction,6.72
484,14,5,1,10.0,-1,1,No Junction,6.17
0,1,6,1,8.0,-1,1,No Junction,7.18
