cluster,forecast_date,day_name,alert_level,spike_probability,top_junction,risk_score,risk_tier,center_lat,center_lon
707,2024-04-10,Wed,🟡 MEDIUM,0.44,BTP212 - Minto Junction,1.96,🟢 LOW,12.960559252631578,77.57099133684211
786,2024-04-10,Wed,🟡 MEDIUM,0.44,No Junction,4.2,🟠 HIGH,12.980366395652174,77.69473446956522
6,2024-04-10,Wed,🟡 MEDIUM,0.439,No Junction,8.06,🔴 CRITICAL,13.00845642664574,77.69540603055289
405,2024-04-10,Wed,🟡 MEDIUM,0.439,No Junction,3.93,🟡 MEDIUM,13.00714895652174,77.69797597826087
666,2024-04-10,Wed,🟡 MEDIUM,0.437,BTP091 - Sirsi Circle,2.38,🟡 MEDIUM,12.96107954117647,77.56000744705882
284,2024-04-10,Wed,🟡 MEDIUM,0.436,"BTP186 - 9th Cross, 4th Main, Jayanagar",2.67,🟡 MEDIUM,12.939685274074074,77.57691049259259
296,2024-04-10,Wed,🟡 MEDIUM,0.436,No Junction,2.24,🟡 MEDIUM,13.00233066263588,77.7571892905584
300,2024-04-10,Wed,🟡 MEDIUM,0.435,No Junction,0.58,🟢 LOW,12.900171275,77.64704269375
403,2024-04-10,Wed,🟡 MEDIUM,0.435,No Junction,2.55,🟡 MEDIUM,13.012958790909092,77.62651834545454
752,2024-04-10,Wed,🟡 MEDIUM,0.435,No Junction,3.53,🟡 MEDIUM,12.972242735294117,77.63115989411764
309,2024-04-10,Wed,🟡 MEDIUM,0.433,No Junction,3.16,🟡 MEDIUM,13.18344724576271,77.68378065084745
322,2024-04-10,Wed,🟡 MEDIUM,0.431,No Junction,4.93,🟠 HIGH,12.912563753289474,77.68077985197368
754,2024-04-10,Wed,🟡 MEDIUM,0.431,No Junction,3.51,🟡 MEDIUM,12.9718863,77.6298067
753,2024-04-10,Wed,🟡 MEDIUM,0.429,No Junction,3.35,🟡 MEDIUM,12.971197,77.6301647
29,2024-04-10,Wed,🟡 MEDIUM,0.427,BTP063 - Siddalingaiah Circle,6.4,🟠 HIGH,12.971372562663756,77.59752767598253
210,2024-04-10,Wed,🟡 MEDIUM,0.427,No Junction,3.09,🟡 MEDIUM,12.962218415696748,77.64911773754184
724,2024-04-10,Wed,🟡 MEDIUM,0.426,BTP085 - Briyand Circle,3.23,🟡 MEDIUM,12.96720124,77.570137728
468,2024-04-10,Wed,🟡 MEDIUM,0.425,BTP180 - Swagath Poornima Theatre,4.29,🟠 HIGH,12.960008475757576,77.58746160606061
255,2024-04-10,Wed,🟡 MEDIUM,0.424,No Junction,2.77,🟡 MEDIUM,12.980087815625,77.652139065625
324,2024-04-10,Wed,🟡 MEDIUM,0.424,No Junction,1.29,🟢 LOW,13.184057059090907,77.68951003181819
826,2024-04-10,Wed,🟡 MEDIUM,0.424,No Junction,3.87,🟡 MEDIUM,13.0457025,77.5488656
705,2024-04-10,Wed,🟡 MEDIUM,0.423,No Junction,5.64,🟠 HIGH,12.985495382978725,77.74574369042553
117,2024-04-10,Wed,🟡 MEDIUM,0.422,No Junction,0.96,🟢 LOW,13.037045415789471,77.62338524210527
249,2024-04-10,Wed,🟡 MEDIUM,0.422,No Junction,0.85,🟢 LOW,13.037655461111113,77.53542484444444
528,2024-04-10,Wed,🟡 MEDIUM,0.422,No Junction,2.86,🟡 MEDIUM,13.035890517391303,77.57499962608695
477,2024-04-10,Wed,🟡 MEDIUM,0.421,BTP043 - Upparpet Junction,1.73,🟢 LOW,12.970758682352942,77.57419094117647
350,2024-04-10,Wed,🟡 MEDIUM,0.418,No Junction,3.63,🟡 MEDIUM,12.93826346138614,77.59263201980198
143,2024-04-10,Wed,🟡 MEDIUM,0.413,No Junction,2.79,🟡 MEDIUM,12.985275822727273,77.60717397272728
185,2024-04-10,Wed,🟡 MEDIUM,0.413,BTP078 - NR Square Junction,3.87,🟡 MEDIUM,12.96709103125,77.58471280937499
331,2024-04-10,Wed,🟡 MEDIUM,0.412,No Junction,3.62,🟡 MEDIUM,12.990828758119658,77.60066195470085
447,2024-04-10,Wed,🟡 MEDIUM,0.409,No Junction,2.99,🟡 MEDIUM,12.838560306666666,77.67827833999999
19,2024-04-10,Wed,🟡 MEDIUM,0.408,No Junction,3.86,🟡 MEDIUM,12.934968897716894,77.53648518173516
511,2024-04-10,Wed,🟡 MEDIUM,0.408,BTP036 - Police Thimmaiah Circle (GPO),4.64,🟠 HIGH,12.980647595454544,77.594035525
192,2024-04-10,Wed,🟡 MEDIUM,0.407,BTP047 - Vidhan Soudha Metro Station,5.52,🟠 HIGH,12.980080097413792,77.59295899741379
416,2024-04-10,Wed,🟡 MEDIUM,0.406,No Junction,1.75,🟢 LOW,13.002025276103762,77.63276343941693
129,2024-04-10,Wed,🟡 MEDIUM,0.405,BTP074 - Leprosy Hospital Junction,3.48,🟡 MEDIUM,12.974907022580645,77.56273678064515
401,2024-04-10,Wed,🟡 MEDIUM,0.403,BTP038 - Mysore Bank Junction,4.15,🟠 HIGH,12.973555526168225,77.58279565420561
419,2024-04-10,Wed,🟡 MEDIUM,0.402,No Junction,2.01,🟡 MEDIUM,12.992627984848486,77.61210093939394
257,2024-04-10,Wed,🟡 MEDIUM,0.401,No Junction,3.92,🟡 MEDIUM,12.999331814673914,77.62486418152173
340,2024-04-10,Wed,🟡 MEDIUM,0.401,No Junction,3.84,🟡 MEDIUM,12.894858202158272,77.59914430287769
619,2024-04-10,Wed,🟢 LOW,0.398,No Junction,0.38,🟢 LOW,12.939174406666666,77.52302777333333
748,2024-04-10,Wed,🟢 LOW,0.398,BTP037 - KR Circle,1.85,🟢 LOW,12.975185655555556,77.58850185555555
219,2024-04-10,Wed,🟢 LOW,0.396,"BTP164 - 29th Main Road, BTM Layout",2.52,🟡 MEDIUM,12.915097888,77.61589086
599,2024-04-10,Wed,🟢 LOW,0.395,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",1.73,🟢 LOW,12.99837568235294,77.55739791176471
680,2024-04-10,Wed,🟢 LOW,0.395,No Junction,0.73,🟢 LOW,12.975993152941175,77.71048051176471
329,2024-04-10,Wed,🟢 LOW,0.393,BTP109 - Dewan Madhava Rao Junction,4.33,🟠 HIGH,12.94024245138889,77.57300043194444
509,2024-04-10,Wed,🟢 LOW,0.393,No Junction,1.19,🟢 LOW,13.010809804761903,77.59514176190476
503,2024-04-10,Wed,🟢 LOW,0.391,No Junction,1.19,🟢 LOW,13.098525047619049,77.57349396666666
18,2024-04-10,Wed,🟢 LOW,0.389,BTP032 - Windsor Circle,6.5,🟠 HIGH,12.992640398691904,77.58887211505414
360,2024-04-10,Wed,🟢 LOW,0.388,No Junction,2.66,🟡 MEDIUM,12.903519245614037,77.64209047017543
272,2024-04-10,Wed,🟢 LOW,0.386,No Junction,4.21,🟠 HIGH,13.034946334482758,77.62461779655173
152,2024-04-10,Wed,🟢 LOW,0.385,"BTP204 - ESI Hospital, Rajajinagar",5.64,🟠 HIGH,12.989771647536946,77.55321829137931
184,2024-04-10,Wed,🟢 LOW,0.385,No Junction,5.13,🟠 HIGH,13.093564326385223,77.59420467862797
1,2024-04-10,Wed,🟢 LOW,0.382,BTP082 - KR Market Junction,7.55,🔴 CRITICAL,12.972560405757417,77.57758053136375
271,2024-04-10,Wed,🟢 LOW,0.381,No Junction,4.05,🟠 HIGH,13.050460467916668,77.52553170416667
125,2024-04-10,Wed,🟢 LOW,0.38,No Junction,5.12,🟠 HIGH,12.963092438018576,77.71725117248795
429,2024-04-10,Wed,🟢 LOW,0.38,No Junction,2.54,🟡 MEDIUM,12.96706977,77.542954268
616,2024-04-10,Wed,🟢 LOW,0.38,No Junction,1.6,🟢 LOW,12.921248711538462,77.66704248846153
54,2024-04-10,Wed,🟢 LOW,0.378,BTP054 - Shivananda Circle,6.41,🟠 HIGH,12.983769265836289,77.57765602863779
157,2024-04-10,Wed,🟢 LOW,0.378,"BTP101 - Blood Bank Circle, KH Road",4.6,🟠 HIGH,12.962003413654616,77.59602519196787
333,2024-04-10,Wed,🟢 LOW,0.377,No Junction,4.6,🟠 HIGH,12.991950875301203,77.58997838313253
127,2024-04-10,Wed,🟢 LOW,0.376,BTP172 - Nanjappa Circle,5.45,🟠 HIGH,12.961978118544367,77.59867089361914
808,2024-04-10,Wed,🟢 LOW,0.376,No Junction,1.29,🟢 LOW,12.967001440909089,77.71406359545455
568,2024-04-10,Wed,🟢 LOW,0.375,No Junction,1.6,🟢 LOW,12.991840238461538,77.61159387692308
626,2024-04-10,Wed,🟢 LOW,0.374,BTP215 - Vanivillas Junction,1.96,🟢 LOW,12.946002789473685,77.56651752631579
605,2024-04-10,Wed,🟢 LOW,0.371,BTP008 - Navarang Theatre,3.12,🟡 MEDIUM,12.99864037777778,77.5557125
852,2024-04-10,Wed,🟢 LOW,0.371,No Junction,1.92,🟢 LOW,13.016740577419354,77.59081680645161
539,2024-04-10,Wed,🟢 LOW,0.37,No Junction,0.96,🟢 LOW,13.0473593,77.5716750263158
542,2024-04-10,Wed,🟢 LOW,0.366,No Junction,1.52,🟢 LOW,13.032348192,77.563886676
693,2024-04-10,Wed,🟢 LOW,0.366,No Junction,0.96,🟢 LOW,12.884346019359088,77.59796488333102
844,2024-04-10,Wed,🟢 LOW,0.366,No Junction,0.38,🟢 LOW,13.0271057,77.54214563333333
591,2024-04-10,Wed,🟢 LOW,0.362,No Junction,2.75,🟡 MEDIUM,13.01980817027027,77.55575811081081
777,2024-04-10,Wed,🟢 LOW,0.36,BTP172 - Nanjappa Circle,1.58,🟢 LOW,12.96246471875,77.59938794375
778,2024-04-10,Wed,🟢 LOW,0.359,No Junction,2.29,🟡 MEDIUM,12.96724558076923,77.60869767692307
807,2024-04-10,Wed,🟢 LOW,0.359,No Junction,0.96,🟢 LOW,12.99789997368421,77.55862505263158
581,2024-04-10,Wed,🟢 LOW,0.357,No Junction,1.29,🟢 LOW,12.981132113636365,77.61577657727273
93,2024-04-10,Wed,🟢 LOW,0.356,BTP076 - Hudson Circle,5.43,🟠 HIGH,12.96800186178636,77.58858098845651
770,2024-04-10,Wed,🟢 LOW,0.356,BTP063 - Siddalingaiah Circle,1.96,🟢 LOW,12.974525731578948,77.59656301578947
859,2024-04-10,Wed,🟢 LOW,0.356,"BTP114 - KR Road Junction, Near JSS",2.87,🟡 MEDIUM,12.924767886659872,77.57523983525714
734,2024-04-10,Wed,🟢 LOW,0.354,No Junction,0.38,🟢 LOW,13.031663233333337,77.62279828666667
783,2024-04-10,Wed,🟢 LOW,0.354,BTP167 - JC Road Junction,1.38,🟢 LOW,12.9568948,77.58066724
690,2024-04-10,Wed,🟢 LOW,0.352,BTP107 - National College Junction,3.04,🟡 MEDIUM,12.94844380882353,77.57228465294118
742,2024-04-10,Wed,🟢 LOW,0.352,No Junction,0.38,🟢 LOW,12.96464548,77.71598118
818,2024-04-10,Wed,🟢 LOW,0.352,No Junction,1.67,🟢 LOW,12.971308955555555,77.61512482592592
811,2024-04-10,Wed,🟢 LOW,0.351,No Junction,0.73,🟢 LOW,13.001884276470587,77.56892850588235
819,2024-04-10,Wed,🟢 LOW,0.35,No Junction,1.52,🟢 LOW,13.119825092,77.610060612
430,2024-04-10,Wed,🟢 LOW,0.349,No Junction,1.67,🟢 LOW,12.8392742,77.6778013
681,2024-04-10,Wed,🟢 LOW,0.349,"BTP197 - 9th Cross, 24th Main, JP Nagar",3.57,🟡 MEDIUM,12.910628143137256,77.58517307058823
647,2024-04-10,Wed,🟢 LOW,0.348,No Junction,1.19,🟢 LOW,13.02834507142857,77.58097657619048
785,2024-04-10,Wed,🟢 LOW,0.348,No Junction,0.58,🟢 LOW,12.98700105,77.5206735
609,2024-04-10,Wed,🟢 LOW,0.347,No Junction,1.29,🟢 LOW,13.184286495454543,77.69018176818182
797,2024-04-10,Wed,🟢 LOW,0.347,BTP042 - Minsk Square Junction (CTO),1.24,🟢 LOW,12.980616646153846,77.59791574615384
639,2024-04-10,Wed,🟢 LOW,0.346,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",4.02,🟠 HIGH,12.987079235416669,77.5599586125
834,2024-04-10,Wed,🟢 LOW,0.346,No Junction,0.96,🟢 LOW,12.938106747368424,77.62135861052631
774,2024-04-10,Wed,🟢 LOW,0.345,BTP091 - Sirsi Circle,1.73,🟢 LOW,12.961191088235294,77.5615527117647
630,2024-04-10,Wed,🟢 LOW,0.344,No Junction,1.92,🟢 LOW,12.879786551612902,77.64534148387096
746,2024-04-10,Wed,🟢 LOW,0.344,No Junction,1.1,🟢 LOW,12.998014895,77.581443035
793,2024-04-10,Wed,🟢 LOW,0.344,No Junction,0.96,🟢 LOW,13.032634084210526,77.6240546368421
836,2024-04-10,Wed,🟢 LOW,0.343,No Junction,2.49,🟡 MEDIUM,13.00134158125,77.59542068333333
864,2024-04-10,Wed,🟢 LOW,0.342,BTP120 - Lalbagh Main Gate Junction,1.38,🟢 LOW,12.952607733333334,77.58336831333334
845,2024-04-10,Wed,🟢 LOW,0.341,No Junction,0.96,🟢 LOW,13.05450805263158,77.76262213157895
549,2024-04-10,Wed,🟢 LOW,0.34,BTP105 - Shivasankara Circle,4.59,🟠 HIGH,12.956825923214286,77.57515501696427
839,2024-04-10,Wed,🟢 LOW,0.34,No Junction,2.08,🟡 MEDIUM,12.999539151428571,77.5970853142857
856,2024-04-10,Wed,🟢 LOW,0.34,No Junction,0.73,🟢 LOW,12.952764047058825,77.61940474705882
654,2024-04-10,Wed,🟢 LOW,0.339,No Junction,1.52,🟢 LOW,13.098055592,77.584407652
790,2024-04-10,Wed,🟢 LOW,0.339,No Junction,1.52,🟢 LOW,13.014144808,77.491442752
597,2024-04-10,Wed,🟢 LOW,0.338,BTP130 - GD Mara Junction,3.89,🟡 MEDIUM,12.90827940135135,77.60198662837838
816,2024-04-10,Wed,🟢 LOW,0.338,No Junction,0.38,🟢 LOW,13.086951506666669,77.63520186666666
787,2024-04-10,Wed,🟢 LOW,0.337,No Junction,1.82,🟢 LOW,12.909777310344827,77.51339066551724
848,2024-04-10,Wed,🟢 LOW,0.337,No Junction,2.12,🟡 MEDIUM,13.066921327777775,77.59429515833334
702,2024-04-10,Wed,🟢 LOW,0.333,No Junction,0.38,🟢 LOW,12.884524457438497,77.60199120637351
814,2024-04-10,Wed,🟢 LOW,0.333,BTP184 - Lalbagh West Gate,1.85,🟢 LOW,12.95079661111111,77.58255997777778
604,2024-04-10,Wed,🟢 LOW,0.325,No Junction,1.19,🟢 LOW,13.054624123809525,77.76320342857143
828,2024-04-10,Wed,🟢 LOW,0.322,No Junction,0.96,🟢 LOW,13.085203484210528,77.48646901578948
867,2024-04-10,Wed,🟢 LOW,0.321,No Junction,1.1,🟢 LOW,13.00059401,77.621780065
95,2024-04-10,Wed,🟢 LOW,0.318,No Junction,5.69,🟠 HIGH,13.027859919530233,77.57469224564295
684,2024-04-10,Wed,🟢 LOW,0.21,No Junction,4.51,🟠 HIGH,12.99748604,77.69276751333334
457,2024-04-10,Wed,🟢 LOW,0.198,No Junction,5.73,🟠 HIGH,12.986702138461538,77.6901161576923
625,2024-04-10,Wed,🟢 LOW,0.172,BTP137 - Madiwala Traffic PS Junction,8.01,🔴 CRITICAL,12.922555712,77.6226444
683,2024-04-10,Wed,🟢 LOW,0.17,No Junction,5.23,🟠 HIGH,12.99808545,77.693117745
310,2024-04-11,Thu,🔴 CRITICAL,0.924,No Junction,4.9,🟠 HIGH,13.027606721893491,77.58600732366864
265,2024-04-11,Thu,🔴 CRITICAL,0.919,No Junction,5.49,🟠 HIGH,12.913767463397692,77.67808541161251
379,2024-04-11,Thu,🔴 CRITICAL,0.918,"BTP177 - Aurobindo Circle, ORR",2.97,🟡 MEDIUM,12.91890434375,77.583662325
258,2024-04-11,Thu,🔴 CRITICAL,0.916,No Junction,6.7,🟠 HIGH,13.045835333653846,77.75033385673076
214,2024-04-11,Thu,🔴 CRITICAL,0.914,"BTP117 - 9th Cross, Kanakapura Road",2.97,🟡 MEDIUM,12.90984015625,77.57301098125
348,2024-04-11,Thu,🔴 CRITICAL,0.913,No Junction,7.03,🔴 CRITICAL,13.015297172930415,77.55513743564664
236,2024-04-11,Thu,🔴 CRITICAL,0.912,No Junction,4.97,🟠 HIGH,12.880852268055555,77.64529081805556
367,2024-04-11,Thu,🔴 CRITICAL,0.912,"BTP033 - Sophia High School, Sankey Road",4.27,🟠 HIGH,12.98589671875,77.58852836875
358,2024-04-11,Thu,🔴 CRITICAL,0.91,No Junction,3.39,🟡 MEDIUM,12.97313236,77.6002892942857
268,2024-04-11,Thu,🔴 CRITICAL,0.907,No Junction,2.76,🟡 MEDIUM,12.966187728,77.548515872
290,2024-04-11,Thu,🔴 CRITICAL,0.907,No Junction,5.49,🟠 HIGH,12.974821364207337,77.62543291164333
371,2024-04-11,Thu,🔴 CRITICAL,0.906,BTP121 - KH Circle,5.68,🟠 HIGH,12.951478011111112,77.59056604603175
380,2024-04-11,Thu,🔴 CRITICAL,0.906,No Junction,2.92,🟡 MEDIUM,12.87160995,77.53893803461538
390,2024-04-11,Thu,🔴 CRITICAL,0.906,No Junction,4.6,🟠 HIGH,12.97373118012048,77.60935364277108
232,2024-04-11,Thu,🔴 CRITICAL,0.905,No Junction,4.15,🟠 HIGH,12.88175226625,77.59585130625001
352,2024-04-11,Thu,🔴 CRITICAL,0.905,No Junction,5.54,🟠 HIGH,13.099283572897384,77.59741708574597
536,2024-04-11,Thu,🔴 CRITICAL,0.905,No Junction,3.39,🟡 MEDIUM,13.010633589473684,77.53595598421053
220,2024-04-11,Thu,🔴 CRITICAL,0.903,BTP180 - Swagath Poornima Theatre,5.6,🟠 HIGH,12.961894156,77.58926159399999
406,2024-04-11,Thu,🔴 CRITICAL,0.903,No Junction,5.18,🟠 HIGH,12.883601068749998,77.64290444166666
451,2024-04-11,Thu,🔴 CRITICAL,0.903,No Junction,4.34,🟠 HIGH,13.04067510886076,77.58979217341772
376,2024-04-11,Thu,🔴 CRITICAL,0.901,No Junction,5.64,🟠 HIGH,12.89434402007266,77.65719574162623
279,2024-04-11,Thu,🔴 CRITICAL,0.9,"BTP191 - 40th Cross, 4th Main, Jayanagar",5.87,🟠 HIGH,12.919807925974023,77.58366238961038
392,2024-04-11,Thu,🔴 CRITICAL,0.9,No Junction,4.53,🟠 HIGH,13.055065618181818,77.53463033090908
395,2024-04-11,Thu,🔴 CRITICAL,0.899,No Junction,4.63,🟠 HIGH,12.901606989473684,77.66052715526315
254,2024-04-11,Thu,🔴 CRITICAL,0.898,BTP085 - Briyand Circle,5.14,🟠 HIGH,12.96725089642857,77.56809079285713
320,2024-04-11,Thu,🔴 CRITICAL,0.898,No Junction,5.42,🟠 HIGH,12.987058693694232,77.61943576738648
354,2024-04-11,Thu,🔴 CRITICAL,0.897,BTP119 - Minerva Circle,6.03,🟠 HIGH,12.955221057446808,77.57982232978723
264,2024-04-11,Thu,🔴 CRITICAL,0.896,No Junction,1.9,🟢 LOW,12.91423073,77.638220015
423,2024-04-11,Thu,🔴 CRITICAL,0.896,BTP180 - Swagath Poornima Theatre,7.13,🔴 CRITICAL,12.96121301654676,77.58675334892087
188,2024-04-11,Thu,🔴 CRITICAL,0.895,No Junction,4.15,🟠 HIGH,12.966969231818185,77.54734344772727
314,2024-04-11,Thu,🔴 CRITICAL,0.895,No Junction,5.69,🟠 HIGH,12.955749143181816,77.718445875
502,2024-04-11,Thu,🔴 CRITICAL,0.895,"BTP177 - Aurobindo Circle, ORR",5.91,🟠 HIGH,12.914178702380951,77.58580858333333
540,2024-04-11,Thu,🔴 CRITICAL,0.895,No Junction,3.88,🟡 MEDIUM,13.007162695238094,77.75728265714285
248,2024-04-11,Thu,🔴 CRITICAL,0.894,No Junction,5.49,🟠 HIGH,12.987007057390027,77.5192376010845
299,2024-04-11,Thu,🔴 CRITICAL,0.894,No Junction,4.37,🟠 HIGH,12.991842223943662,77.59439171408451
252,2024-04-11,Thu,🔴 CRITICAL,0.893,No Junction,1.97,🟢 LOW,12.893334814285714,77.5988900047619
166,2024-04-11,Thu,🔴 CRITICAL,0.892,No Junction,5.37,🟠 HIGH,13.008480470731708,77.54300357902439
263,2024-04-11,Thu,🔴 CRITICAL,0.892,No Junction,2.31,🟡 MEDIUM,12.92184737,77.64513061
280,2024-04-11,Thu,🔴 CRITICAL,0.892,"BTP226 - 33rd Cross, 11th Main, Jayanagar",5.94,🟠 HIGH,12.926234069026547,77.58433439026548
338,2024-04-11,Thu,🔴 CRITICAL,0.892,BTP051 - Safina Plaza Junction,5.63,🟠 HIGH,12.980028045779012,77.60544989090687
370,2024-04-11,Thu,🔴 CRITICAL,0.892,No Junction,1.79,🟢 LOW,13.183993478947368,77.68681056315789
378,2024-04-11,Thu,🔴 CRITICAL,0.892,No Junction,4.23,🟠 HIGH,13.004200836994617,77.75694498495278
473,2024-04-11,Thu,🔴 CRITICAL,0.892,No Junction,3.27,🟡 MEDIUM,13.058456661290323,77.54610555806451
140,2024-04-11,Thu,🔴 CRITICAL,0.891,No Junction,5.04,🟠 HIGH,12.990307040769231,77.57460383423077
221,2024-04-11,Thu,🔴 CRITICAL,0.889,No Junction,3.84,🟡 MEDIUM,12.925154192307692,77.63457834615384
289,2024-04-11,Thu,🔴 CRITICAL,0.888,No Junction,5.28,🟠 HIGH,13.058364151071576,77.59316319729975
688,2024-04-11,Thu,🔴 CRITICAL,0.888,No Junction,3.66,🟡 MEDIUM,12.85764155673928,77.58897488495136
508,2024-04-11,Thu,🔴 CRITICAL,0.887,No Junction,2.65,🟡 MEDIUM,12.921682453234212,77.66792372538269
645,2024-04-11,Thu,🔴 CRITICAL,0.887,"BTP001 - 10th Cross, Dr. Rajkumar Road",3.97,🟡 MEDIUM,13.005426264285717,77.55408600714286
190,2024-04-11,Thu,🔴 CRITICAL,0.885,No Junction,3.92,🟡 MEDIUM,12.919558335849056,77.64508539622642
326,2024-04-11,Thu,🔴 CRITICAL,0.885,No Junction,4.55,🟠 HIGH,13.191939051351351,77.68090851621622
420,2024-04-11,Thu,🔴 CRITICAL,0.885,BTP091 - Sirsi Circle,5.91,🟠 HIGH,12.963026034375,77.55949089375
521,2024-04-11,Thu,🔴 CRITICAL,0.884,No Junction,3.11,🟡 MEDIUM,13.017410806451611,77.59180035806452
534,2024-04-11,Thu,🔴 CRITICAL,0.884,No Junction,3.12,🟡 MEDIUM,13.037728012962964,77.58954553518518
524,2024-04-11,Thu,🔴 CRITICAL,0.883,No Junction,4.22,🟠 HIGH,12.874157881818183,77.54087755909092
642,2024-04-11,Thu,🔴 CRITICAL,0.883,BTP109 - Dewan Madhava Rao Junction,3.79,🟡 MEDIUM,12.942167804545454,77.5719432
366,2024-04-11,Thu,🔴 CRITICAL,0.882,No Junction,4.03,🟠 HIGH,12.979363473076925,77.75136613076923
637,2024-04-11,Thu,🔴 CRITICAL,0.882,No Junction,1.34,🟢 LOW,12.974792053333337,77.60541928666666
69,2024-04-11,Thu,🔴 CRITICAL,0.881,No Junction,6.26,🟠 HIGH,12.97160179661017,77.50759296949153
161,2024-04-11,Thu,🔴 CRITICAL,0.881,No Junction,2.76,🟡 MEDIUM,12.99646372142857,77.61223960714287
635,2024-04-11,Thu,🔴 CRITICAL,0.881,No Junction,4.22,🟠 HIGH,13.060833845454544,77.46116179696969
78,2024-04-11,Thu,🔴 CRITICAL,0.88,No Junction,3.12,🟡 MEDIUM,12.911932183018868,77.6516151754717
250,2024-04-11,Thu,🔴 CRITICAL,0.88,"BTP123 - 10th Cross, Wilson Garden",5.8,🟠 HIGH,12.944739723809525,77.59708451785714
446,2024-04-11,Thu,🔴 CRITICAL,0.879,BTP203 - RRMR Junction,5.71,🟠 HIGH,12.96722365,77.59434389615384
476,2024-04-11,Thu,🔴 CRITICAL,0.879,BTP146 - Domlur Water Tank,5.73,🟠 HIGH,12.960581054838707,77.63852746451613
472,2024-04-11,Thu,🔴 CRITICAL,0.878,No Junction,5.24,🟠 HIGH,13.050215884745764,77.4945259118644
535,2024-04-11,Thu,🔴 CRITICAL,0.878,No Junction,3.92,🟡 MEDIUM,12.97501874032258,77.60415116451613
488,2024-04-11,Thu,🔴 CRITICAL,0.877,No Junction,5.18,🟠 HIGH,13.071065265,77.59250248500001
694,2024-04-11,Thu,🔴 CRITICAL,0.877,No Junction,2.63,🟡 MEDIUM,13.02133607777778,77.63894145555555
37,2024-04-11,Thu,🔴 CRITICAL,0.875,No Junction,5.43,🟠 HIGH,12.906832711369612,77.6966449075745
149,2024-04-11,Thu,🔴 CRITICAL,0.875,BTP140 - Madiwala Check Post,4.51,🟠 HIGH,12.931803046428572,77.61381991785713
297,2024-04-11,Thu,🔴 CRITICAL,0.875,No Junction,5.97,🟠 HIGH,12.93656452437777,77.7038698004659
559,2024-04-11,Thu,🔴 CRITICAL,0.875,No Junction,2.07,🟡 MEDIUM,12.919282976470589,77.65170548235294
133,2024-04-11,Thu,🔴 CRITICAL,0.874,BTP220 - Puttanna Junction,4.92,🟠 HIGH,12.92939044368932,77.58381491067962
145,2024-04-11,Thu,🔴 CRITICAL,0.874,No Junction,4.68,🟠 HIGH,13.054967438709678,77.50761416559139
178,2024-04-11,Thu,🔴 CRITICAL,0.874,No Junction,4.98,🟠 HIGH,13.026461887179488,77.72052914871794
629,2024-04-11,Thu,🔴 CRITICAL,0.874,No Junction,2.44,🟡 MEDIUM,13.00453374090909,77.71007133636364
677,2024-04-11,Thu,🔴 CRITICAL,0.874,No Junction,1.49,🟢 LOW,12.92312046875,77.671035725
313,2024-04-11,Thu,🔴 CRITICAL,0.873,BTP122 - Siddapura Junction,5.16,🟠 HIGH,12.94715012027027,77.59077726486487
399,2024-04-11,Thu,🔴 CRITICAL,0.873,No Junction,4.41,🟠 HIGH,12.91700245263158,77.62915876842105
692,2024-04-11,Thu,🔴 CRITICAL,0.873,No Junction,1.62,🟢 LOW,13.020452770588236,77.6566628647059
218,2024-04-11,Thu,🔴 CRITICAL,0.872,BTP196 - Sarakki Main Road,6.44,🟠 HIGH,12.910905418181818,77.57826014242424
67,2024-04-11,Thu,🔴 CRITICAL,0.871,BTP211 - Central Street Junction,5.72,🟠 HIGH,12.979484012372568,77.60361091357143
325,2024-04-11,Thu,🔴 CRITICAL,0.871,No Junction,3.2,🟡 MEDIUM,13.007179169230769,77.59247286153847
50,2024-04-11,Thu,🔴 CRITICAL,0.87,No Junction,5.26,🟠 HIGH,13.02285230412844,77.59287173486238
153,2024-04-11,Thu,🔴 CRITICAL,0.868,No Junction,5.95,🟠 HIGH,12.896647017058823,77.72004948235295
341,2024-04-11,Thu,🔴 CRITICAL,0.868,BTP057 - Anand Rao Junction,5.59,🟠 HIGH,12.978484091304349,77.57236633913043
594,2024-04-11,Thu,🔴 CRITICAL,0.868,BTP076 - Hudson Circle,3.14,🟡 MEDIUM,12.967179773913044,77.58840643913044
522,2024-04-11,Thu,🔴 CRITICAL,0.866,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",4.9,🟠 HIGH,12.917037131034482,77.57940409310343
526,2024-04-11,Thu,🔴 CRITICAL,0.866,No Junction,2.48,🟡 MEDIUM,12.993249729411763,77.57020162941177
26,2024-04-11,Thu,🔴 CRITICAL,0.865,No Junction,3.98,🟡 MEDIUM,13.010765704166666,77.50674338750001
427,2024-04-11,Thu,🔴 CRITICAL,0.865,No Junction,4.03,🟠 HIGH,13.001893955357144,77.56933568928571
574,2024-04-11,Thu,🔴 CRITICAL,0.862,No Junction,6.64,🟠 HIGH,12.968528748614498,77.64989446949056
194,2024-04-11,Thu,🔴 CRITICAL,0.861,BTP010 - Rajajinagar Entrance,7.46,🔴 CRITICAL,12.980726698474536,77.55820899319681
504,2024-04-11,Thu,🔴 CRITICAL,0.859,No Junction,5.94,🟠 HIGH,13.001067272413794,77.61226436896551
