cluster,forecast_date,day_name,alert_level,spike_probability,top_junction,risk_score,risk_tier,center_lat,center_lon
591,2024-04-12,Fri,🟢 LOW,0.356,No Junction,2.75,🟡 MEDIUM,13.01980817027027,77.55575811081081
690,2024-04-12,Fri,🟢 LOW,0.356,BTP107 - National College Junction,3.04,🟡 MEDIUM,12.94844380882353,77.57228465294118
93,2024-04-12,Fri,🟢 LOW,0.354,BTP076 - Hudson Circle,5.43,🟠 HIGH,12.96800186178636,77.58858098845651
429,2024-04-12,Fri,🟢 LOW,0.354,No Junction,2.54,🟡 MEDIUM,12.96706977,77.542954268
742,2024-04-12,Fri,🟢 LOW,0.353,No Junction,0.38,🟢 LOW,12.96464548,77.71598118
783,2024-04-12,Fri,🟢 LOW,0.353,BTP167 - JC Road Junction,1.38,🟢 LOW,12.9568948,77.58066724
807,2024-04-12,Fri,🟢 LOW,0.351,No Junction,0.96,🟢 LOW,12.99789997368421,77.55862505263158
777,2024-04-12,Fri,🟢 LOW,0.349,BTP172 - Nanjappa Circle,1.58,🟢 LOW,12.96246471875,77.59938794375
811,2024-04-12,Fri,🟢 LOW,0.348,No Junction,0.73,🟢 LOW,13.001884276470587,77.56892850588235
770,2024-04-12,Fri,🟢 LOW,0.347,BTP063 - Siddalingaiah Circle,1.96,🟢 LOW,12.974525731578948,77.59656301578947
819,2024-04-12,Fri,🟢 LOW,0.346,No Junction,1.52,🟢 LOW,13.119825092,77.610060612
609,2024-04-12,Fri,🟢 LOW,0.344,No Junction,1.29,🟢 LOW,13.184286495454543,77.69018176818182
630,2024-04-12,Fri,🟢 LOW,0.344,No Junction,1.92,🟢 LOW,12.879786551612902,77.64534148387096
639,2024-04-12,Fri,🟢 LOW,0.344,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",4.02,🟠 HIGH,12.987079235416669,77.5599586125
647,2024-04-12,Fri,🟢 LOW,0.342,No Junction,1.19,🟢 LOW,13.02834507142857,77.58097657619048
793,2024-04-12,Fri,🟢 LOW,0.342,No Junction,0.96,🟢 LOW,13.032634084210526,77.6240546368421
864,2024-04-12,Fri,🟢 LOW,0.342,BTP120 - Lalbagh Main Gate Junction,1.38,🟢 LOW,12.952607733333334,77.58336831333334
654,2024-04-12,Fri,🟢 LOW,0.341,No Junction,1.52,🟢 LOW,13.098055592,77.584407652
778,2024-04-12,Fri,🟢 LOW,0.341,No Junction,2.29,🟡 MEDIUM,12.96724558076923,77.60869767692307
785,2024-04-12,Fri,🟢 LOW,0.341,No Junction,0.58,🟢 LOW,12.98700105,77.5206735
581,2024-04-12,Fri,🟢 LOW,0.34,No Junction,1.29,🟢 LOW,12.981132113636365,77.61577657727273
797,2024-04-12,Fri,🟢 LOW,0.34,BTP042 - Minsk Square Junction (CTO),1.24,🟢 LOW,12.980616646153846,77.59791574615384
859,2024-04-12,Fri,🟢 LOW,0.34,"BTP114 - KR Road Junction, Near JSS",2.87,🟡 MEDIUM,12.924767886659872,77.57523983525714
790,2024-04-12,Fri,🟢 LOW,0.339,No Junction,1.52,🟢 LOW,13.014144808,77.491442752
818,2024-04-12,Fri,🟢 LOW,0.337,No Junction,1.67,🟢 LOW,12.971308955555555,77.61512482592592
845,2024-04-12,Fri,🟢 LOW,0.337,No Junction,0.96,🟢 LOW,13.05450805263158,77.76262213157895
839,2024-04-12,Fri,🟢 LOW,0.336,No Junction,2.08,🟡 MEDIUM,12.999539151428571,77.5970853142857
856,2024-04-12,Fri,🟢 LOW,0.336,No Junction,0.73,🟢 LOW,12.952764047058825,77.61940474705882
834,2024-04-12,Fri,🟢 LOW,0.335,No Junction,0.96,🟢 LOW,12.938106747368424,77.62135861052631
549,2024-04-12,Fri,🟢 LOW,0.334,BTP105 - Shivasankara Circle,4.59,🟠 HIGH,12.956825923214286,77.57515501696427
746,2024-04-12,Fri,🟢 LOW,0.334,No Junction,1.1,🟢 LOW,12.998014895,77.581443035
848,2024-04-12,Fri,🟢 LOW,0.333,No Junction,2.12,🟡 MEDIUM,13.066921327777775,77.59429515833334
430,2024-04-12,Fri,🟢 LOW,0.332,No Junction,1.67,🟢 LOW,12.8392742,77.6778013
774,2024-04-12,Fri,🟢 LOW,0.332,BTP091 - Sirsi Circle,1.73,🟢 LOW,12.961191088235294,77.5615527117647
787,2024-04-12,Fri,🟢 LOW,0.332,No Junction,1.82,🟢 LOW,12.909777310344827,77.51339066551724
814,2024-04-12,Fri,🟢 LOW,0.332,BTP184 - Lalbagh West Gate,1.85,🟢 LOW,12.95079661111111,77.58255997777778
816,2024-04-12,Fri,🟢 LOW,0.332,No Junction,0.38,🟢 LOW,13.086951506666669,77.63520186666666
597,2024-04-12,Fri,🟢 LOW,0.33,BTP130 - GD Mara Junction,3.89,🟡 MEDIUM,12.90827940135135,77.60198662837838
681,2024-04-12,Fri,🟢 LOW,0.327,"BTP197 - 9th Cross, 24th Main, JP Nagar",3.57,🟡 MEDIUM,12.910628143137256,77.58517307058823
702,2024-04-12,Fri,🟢 LOW,0.325,No Junction,0.38,🟢 LOW,12.884524457438497,77.60199120637351
836,2024-04-12,Fri,🟢 LOW,0.324,No Junction,2.49,🟡 MEDIUM,13.00134158125,77.59542068333333
604,2024-04-12,Fri,🟢 LOW,0.315,No Junction,1.19,🟢 LOW,13.054624123809525,77.76320342857143
828,2024-04-12,Fri,🟢 LOW,0.315,No Junction,0.96,🟢 LOW,13.085203484210528,77.48646901578948
867,2024-04-12,Fri,🟢 LOW,0.312,No Junction,1.1,🟢 LOW,13.00059401,77.621780065
95,2024-04-12,Fri,🟢 LOW,0.297,No Junction,5.69,🟠 HIGH,13.027859919530233,77.57469224564295
684,2024-04-12,Fri,🟢 LOW,0.226,No Junction,4.51,🟠 HIGH,12.99748604,77.69276751333334
457,2024-04-12,Fri,🟢 LOW,0.194,No Junction,5.73,🟠 HIGH,12.986702138461538,77.6901161576923
625,2024-04-12,Fri,🟢 LOW,0.175,BTP137 - Madiwala Traffic PS Junction,8.01,🔴 CRITICAL,12.922555712,77.6226444
683,2024-04-12,Fri,🟢 LOW,0.17,No Junction,5.23,🟠 HIGH,12.99808545,77.693117745
310,2024-04-13,Sat,🔴 CRITICAL,0.924,No Junction,4.9,🟠 HIGH,13.027606721893491,77.58600732366864
379,2024-04-13,Sat,🔴 CRITICAL,0.919,"BTP177 - Aurobindo Circle, ORR",2.97,🟡 MEDIUM,12.91890434375,77.583662325
214,2024-04-13,Sat,🔴 CRITICAL,0.918,"BTP117 - 9th Cross, Kanakapura Road",2.97,🟡 MEDIUM,12.90984015625,77.57301098125
265,2024-04-13,Sat,🔴 CRITICAL,0.914,No Junction,5.49,🟠 HIGH,12.913767463397692,77.67808541161251
348,2024-04-13,Sat,🔴 CRITICAL,0.914,No Junction,7.03,🔴 CRITICAL,13.015297172930415,77.55513743564664
236,2024-04-13,Sat,🔴 CRITICAL,0.913,No Junction,4.97,🟠 HIGH,12.880852268055555,77.64529081805556
358,2024-04-13,Sat,🔴 CRITICAL,0.911,No Junction,3.39,🟡 MEDIUM,12.97313236,77.6002892942857
268,2024-04-13,Sat,🔴 CRITICAL,0.907,No Junction,2.76,🟡 MEDIUM,12.966187728,77.548515872
380,2024-04-13,Sat,🔴 CRITICAL,0.907,No Junction,2.92,🟡 MEDIUM,12.87160995,77.53893803461538
232,2024-04-13,Sat,🔴 CRITICAL,0.906,No Junction,4.15,🟠 HIGH,12.88175226625,77.59585130625001
376,2024-04-13,Sat,🔴 CRITICAL,0.906,No Junction,5.64,🟠 HIGH,12.89434402007266,77.65719574162623
220,2024-04-13,Sat,🔴 CRITICAL,0.904,BTP180 - Swagath Poornima Theatre,5.6,🟠 HIGH,12.961894156,77.58926159399999
290,2024-04-13,Sat,🔴 CRITICAL,0.904,No Junction,5.49,🟠 HIGH,12.974821364207337,77.62543291164333
367,2024-04-13,Sat,🔴 CRITICAL,0.904,"BTP033 - Sophia High School, Sankey Road",4.27,🟠 HIGH,12.98589671875,77.58852836875
371,2024-04-13,Sat,🔴 CRITICAL,0.904,BTP121 - KH Circle,5.68,🟠 HIGH,12.951478011111112,77.59056604603175
166,2024-04-13,Sat,🔴 CRITICAL,0.903,No Junction,5.37,🟠 HIGH,13.008480470731708,77.54300357902439
320,2024-04-13,Sat,🔴 CRITICAL,0.902,No Junction,5.42,🟠 HIGH,12.987058693694232,77.61943576738648
352,2024-04-13,Sat,🔴 CRITICAL,0.902,No Junction,5.54,🟠 HIGH,13.099283572897384,77.59741708574597
258,2024-04-13,Sat,🔴 CRITICAL,0.901,No Junction,6.7,🟠 HIGH,13.045835333653846,77.75033385673076
314,2024-04-13,Sat,🔴 CRITICAL,0.901,No Junction,5.69,🟠 HIGH,12.955749143181816,77.718445875
338,2024-04-13,Sat,🔴 CRITICAL,0.9,BTP051 - Safina Plaza Junction,5.63,🟠 HIGH,12.980028045779012,77.60544989090687
354,2024-04-13,Sat,🔴 CRITICAL,0.9,BTP119 - Minerva Circle,6.03,🟠 HIGH,12.955221057446808,77.57982232978723
406,2024-04-13,Sat,🔴 CRITICAL,0.9,No Junction,5.18,🟠 HIGH,12.883601068749998,77.64290444166666
279,2024-04-13,Sat,🔴 CRITICAL,0.897,"BTP191 - 40th Cross, 4th Main, Jayanagar",5.87,🟠 HIGH,12.919807925974023,77.58366238961038
299,2024-04-13,Sat,🔴 CRITICAL,0.897,No Junction,4.37,🟠 HIGH,12.991842223943662,77.59439171408451
252,2024-04-13,Sat,🔴 CRITICAL,0.896,No Junction,1.97,🟢 LOW,12.893334814285714,77.5988900047619
378,2024-04-13,Sat,🔴 CRITICAL,0.896,No Junction,4.23,🟠 HIGH,13.004200836994617,77.75694498495278
451,2024-04-13,Sat,🔴 CRITICAL,0.896,No Junction,4.34,🟠 HIGH,13.04067510886076,77.58979217341772
188,2024-04-13,Sat,🔴 CRITICAL,0.895,No Junction,4.15,🟠 HIGH,12.966969231818185,77.54734344772727
264,2024-04-13,Sat,🔴 CRITICAL,0.895,No Junction,1.9,🟢 LOW,12.91423073,77.638220015
280,2024-04-13,Sat,🔴 CRITICAL,0.895,"BTP226 - 33rd Cross, 11th Main, Jayanagar",5.94,🟠 HIGH,12.926234069026547,77.58433439026548
423,2024-04-13,Sat,🔴 CRITICAL,0.895,BTP180 - Swagath Poornima Theatre,7.13,🔴 CRITICAL,12.96121301654676,77.58675334892087
248,2024-04-13,Sat,🔴 CRITICAL,0.894,No Junction,5.49,🟠 HIGH,12.987007057390027,77.5192376010845
221,2024-04-13,Sat,🔴 CRITICAL,0.893,No Junction,3.84,🟡 MEDIUM,12.925154192307692,77.63457834615384
289,2024-04-13,Sat,🔴 CRITICAL,0.893,No Junction,5.28,🟠 HIGH,13.058364151071576,77.59316319729975
370,2024-04-13,Sat,🔴 CRITICAL,0.893,No Junction,1.79,🟢 LOW,13.183993478947368,77.68681056315789
540,2024-04-13,Sat,🔴 CRITICAL,0.893,No Junction,3.88,🟡 MEDIUM,13.007162695238094,77.75728265714285
140,2024-04-13,Sat,🔴 CRITICAL,0.892,No Junction,5.04,🟠 HIGH,12.990307040769231,77.57460383423077
390,2024-04-13,Sat,🔴 CRITICAL,0.892,No Junction,4.6,🟠 HIGH,12.97373118012048,77.60935364277108
395,2024-04-13,Sat,🔴 CRITICAL,0.892,No Junction,4.63,🟠 HIGH,12.901606989473684,77.66052715526315
326,2024-04-13,Sat,🔴 CRITICAL,0.89,No Junction,4.55,🟠 HIGH,13.191939051351351,77.68090851621622
508,2024-04-13,Sat,🔴 CRITICAL,0.89,No Junction,2.65,🟡 MEDIUM,12.921682453234212,77.66792372538269
521,2024-04-13,Sat,🔴 CRITICAL,0.89,No Junction,3.11,🟡 MEDIUM,13.017410806451611,77.59180035806452
536,2024-04-13,Sat,🔴 CRITICAL,0.89,No Junction,3.39,🟡 MEDIUM,13.010633589473684,77.53595598421053
149,2024-04-13,Sat,🔴 CRITICAL,0.889,BTP140 - Madiwala Check Post,4.51,🟠 HIGH,12.931803046428572,77.61381991785713
392,2024-04-13,Sat,🔴 CRITICAL,0.888,No Junction,4.53,🟠 HIGH,13.055065618181818,77.53463033090908
190,2024-04-13,Sat,🔴 CRITICAL,0.887,No Junction,3.92,🟡 MEDIUM,12.919558335849056,77.64508539622642
254,2024-04-13,Sat,🔴 CRITICAL,0.887,BTP085 - Briyand Circle,5.14,🟠 HIGH,12.96725089642857,77.56809079285713
534,2024-04-13,Sat,🔴 CRITICAL,0.887,No Junction,3.12,🟡 MEDIUM,13.037728012962964,77.58954553518518
645,2024-04-13,Sat,🔴 CRITICAL,0.886,"BTP001 - 10th Cross, Dr. Rajkumar Road",3.97,🟡 MEDIUM,13.005426264285717,77.55408600714286
263,2024-04-13,Sat,🔴 CRITICAL,0.885,No Junction,2.31,🟡 MEDIUM,12.92184737,77.64513061
688,2024-04-13,Sat,🔴 CRITICAL,0.885,No Junction,3.66,🟡 MEDIUM,12.85764155673928,77.58897488495136
366,2024-04-13,Sat,🔴 CRITICAL,0.884,No Junction,4.03,🟠 HIGH,12.979363473076925,77.75136613076923
502,2024-04-13,Sat,🔴 CRITICAL,0.884,"BTP177 - Aurobindo Circle, ORR",5.91,🟠 HIGH,12.914178702380951,77.58580858333333
250,2024-04-13,Sat,🔴 CRITICAL,0.883,"BTP123 - 10th Cross, Wilson Garden",5.8,🟠 HIGH,12.944739723809525,77.59708451785714
535,2024-04-13,Sat,🔴 CRITICAL,0.883,No Junction,3.92,🟡 MEDIUM,12.97501874032258,77.60415116451613
637,2024-04-13,Sat,🔴 CRITICAL,0.883,No Junction,1.34,🟢 LOW,12.974792053333337,77.60541928666666
145,2024-04-13,Sat,🔴 CRITICAL,0.882,No Junction,4.68,🟠 HIGH,13.054967438709678,77.50761416559139
161,2024-04-13,Sat,🔴 CRITICAL,0.882,No Junction,2.76,🟡 MEDIUM,12.99646372142857,77.61223960714287
476,2024-04-13,Sat,🔴 CRITICAL,0.882,BTP146 - Domlur Water Tank,5.73,🟠 HIGH,12.960581054838707,77.63852746451613
78,2024-04-13,Sat,🔴 CRITICAL,0.881,No Junction,3.12,🟡 MEDIUM,12.911932183018868,77.6516151754717
635,2024-04-13,Sat,🔴 CRITICAL,0.881,No Junction,4.22,🟠 HIGH,13.060833845454544,77.46116179696969
677,2024-04-13,Sat,🔴 CRITICAL,0.881,No Junction,1.49,🟢 LOW,12.92312046875,77.671035725
153,2024-04-13,Sat,🔴 CRITICAL,0.88,No Junction,5.95,🟠 HIGH,12.896647017058823,77.72004948235295
642,2024-04-13,Sat,🔴 CRITICAL,0.88,BTP109 - Dewan Madhava Rao Junction,3.79,🟡 MEDIUM,12.942167804545454,77.5719432
420,2024-04-13,Sat,🔴 CRITICAL,0.879,BTP091 - Sirsi Circle,5.91,🟠 HIGH,12.963026034375,77.55949089375
473,2024-04-13,Sat,🔴 CRITICAL,0.879,No Junction,3.27,🟡 MEDIUM,13.058456661290323,77.54610555806451
50,2024-04-13,Sat,🔴 CRITICAL,0.878,No Junction,5.26,🟠 HIGH,13.02285230412844,77.59287173486238
69,2024-04-13,Sat,🔴 CRITICAL,0.878,No Junction,6.26,🟠 HIGH,12.97160179661017,77.50759296949153
446,2024-04-13,Sat,🔴 CRITICAL,0.878,BTP203 - RRMR Junction,5.71,🟠 HIGH,12.96722365,77.59434389615384
178,2024-04-13,Sat,🔴 CRITICAL,0.877,No Junction,4.98,🟠 HIGH,13.026461887179488,77.72052914871794
313,2024-04-13,Sat,🔴 CRITICAL,0.877,BTP122 - Siddapura Junction,5.16,🟠 HIGH,12.94715012027027,77.59077726486487
488,2024-04-13,Sat,🔴 CRITICAL,0.877,No Junction,5.18,🟠 HIGH,13.071065265,77.59250248500001
559,2024-04-13,Sat,🔴 CRITICAL,0.877,No Junction,2.07,🟡 MEDIUM,12.919282976470589,77.65170548235294
629,2024-04-13,Sat,🔴 CRITICAL,0.877,No Junction,2.44,🟡 MEDIUM,13.00453374090909,77.71007133636364
472,2024-04-13,Sat,🔴 CRITICAL,0.876,No Junction,5.24,🟠 HIGH,13.050215884745764,77.4945259118644
522,2024-04-13,Sat,🔴 CRITICAL,0.876,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",4.9,🟠 HIGH,12.917037131034482,77.57940409310343
524,2024-04-13,Sat,🔴 CRITICAL,0.876,No Junction,4.22,🟠 HIGH,12.874157881818183,77.54087755909092
297,2024-04-13,Sat,🔴 CRITICAL,0.875,No Junction,5.97,🟠 HIGH,12.93656452437777,77.7038698004659
341,2024-04-13,Sat,🔴 CRITICAL,0.874,BTP057 - Anand Rao Junction,5.59,🟠 HIGH,12.978484091304349,77.57236633913043
325,2024-04-13,Sat,🔴 CRITICAL,0.873,No Junction,3.2,🟡 MEDIUM,13.007179169230769,77.59247286153847
399,2024-04-13,Sat,🔴 CRITICAL,0.873,No Junction,4.41,🟠 HIGH,12.91700245263158,77.62915876842105
37,2024-04-13,Sat,🔴 CRITICAL,0.871,No Junction,5.43,🟠 HIGH,12.906832711369612,77.6966449075745
692,2024-04-13,Sat,🔴 CRITICAL,0.87,No Junction,1.62,🟢 LOW,13.020452770588236,77.6566628647059
133,2024-04-13,Sat,🔴 CRITICAL,0.869,BTP220 - Puttanna Junction,4.92,🟠 HIGH,12.92939044368932,77.58381491067962
504,2024-04-13,Sat,🔴 CRITICAL,0.867,No Junction,5.94,🟠 HIGH,13.001067272413794,77.61226436896551
67,2024-04-13,Sat,🔴 CRITICAL,0.866,BTP211 - Central Street Junction,5.72,🟠 HIGH,12.979484012372568,77.60361091357143
526,2024-04-13,Sat,🔴 CRITICAL,0.866,No Junction,2.48,🟡 MEDIUM,12.993249729411763,77.57020162941177
694,2024-04-13,Sat,🔴 CRITICAL,0.866,No Junction,2.63,🟡 MEDIUM,13.02133607777778,77.63894145555555
218,2024-04-13,Sat,🔴 CRITICAL,0.865,BTP196 - Sarakki Main Road,6.44,🟠 HIGH,12.910905418181818,77.57826014242424
594,2024-04-13,Sat,🔴 CRITICAL,0.865,BTP076 - Hudson Circle,3.14,🟡 MEDIUM,12.967179773913044,77.58840643913044
194,2024-04-13,Sat,🔴 CRITICAL,0.864,BTP010 - Rajajinagar Entrance,7.46,🔴 CRITICAL,12.980726698474536,77.55820899319681
26,2024-04-13,Sat,🔴 CRITICAL,0.863,No Junction,3.98,🟡 MEDIUM,13.010765704166666,77.50674338750001
47,2024-04-13,Sat,🔴 CRITICAL,0.862,No Junction,5.59,🟠 HIGH,12.959568845373738,77.64507165864156
346,2024-04-13,Sat,🔴 CRITICAL,0.861,No Junction,4.4,🟠 HIGH,13.009374106741571,77.69305326404495
427,2024-04-13,Sat,🔴 CRITICAL,0.861,No Junction,4.03,🟠 HIGH,13.001893955357144,77.56933568928571
137,2024-04-13,Sat,🔴 CRITICAL,0.858,BTP042 - Minsk Square Junction (CTO),6.09,🟠 HIGH,12.98129579944134,77.5985518916201
204,2024-04-13,Sat,🔴 CRITICAL,0.858,BTP172 - Nanjappa Circle,5.47,🟠 HIGH,12.960440330882353,77.60155917794117
432,2024-04-13,Sat,🔴 CRITICAL,0.858,BTP051 - Safina Plaza Junction,3.13,🟡 MEDIUM,12.97799486111111,77.60970072777778
553,2024-04-13,Sat,🔴 CRITICAL,0.858,"BTP177 - Aurobindo Circle, ORR",5.73,🟠 HIGH,12.915287623684211,77.58582061315789
765,2024-04-13,Sat,🔴 CRITICAL,0.858,No Junction,2.7,🟡 MEDIUM,12.897618501758362,77.63484485623472
62,2024-04-13,Sat,🔴 CRITICAL,0.857,BTP166 - Coffee Board Junction,4.96,🟠 HIGH,12.985360124731182,77.59406941075268
96,2024-04-13,Sat,🔴 CRITICAL,0.857,"BTP115 - Sahasra Hospital, Jayanagar",6.36,🟠 HIGH,12.917230879054989,77.57354585767695
216,2024-04-13,Sat,🔴 CRITICAL,0.857,"BTP117 - 9th Cross, Kanakapura Road",6.21,🟠 HIGH,12.91551595319149,77.57352253191489
685,2024-04-13,Sat,🔴 CRITICAL,0.857,No Junction,3.31,🟡 MEDIUM,12.907256233333332,77.63538347619048
560,2024-04-13,Sat,🔴 CRITICAL,0.856,BTP214 - 5th Main Chamrajpet  Junction,5.25,🟠 HIGH,12.97604214,77.53225277499999
610,2024-04-13,Sat,🔴 CRITICAL,0.856,No Junction,4.93,🟠 HIGH,12.876005676,77.616711854
516,2024-04-13,Sat,🔴 CRITICAL,0.855,No Junction,4.36,🟠 HIGH,12.99511360625,77.6161899
228,2024-04-13,Sat,🔴 CRITICAL,0.853,No Junction,3.74,🟡 MEDIUM,13.09916070263158,77.57706523947368
167,2024-04-13,Sat,🔴 CRITICAL,0.852,"BTP123 - 10th Cross, Wilson Garden",6.28,🟠 HIGH,12.948928762184874,77.59784768991597
523,2024-04-13,Sat,🔴 CRITICAL,0.852,No Junction,3.95,🟡 MEDIUM,13.12221190909091,77.61064905909092
571,2024-04-13,Sat,🔴 CRITICAL,0.852,No Junction,2.99,🟡 MEDIUM,12.939555725,77.62561062500001
634,2024-04-13,Sat,🔴 CRITICAL,0.852,No Junction,4.3,🟠 HIGH,13.00989165263158,77.50615011578948
394,2024-04-13,Sat,🔴 CRITICAL,0.851,No Junction,6.07,🟠 HIGH,12.942375066666669,77.74723060694446
648,2024-04-13,Sat,🔴 CRITICAL,0.85,BTP063 - Siddalingaiah Circle,2.49,🟡 MEDIUM,12.97128570625,77.59387164374999
359,2024-04-13,Sat,🔴 CRITICAL,0.849,No Junction,5.25,🟠 HIGH,12.885802814147416,77.64163450707079
574,2024-04-13,Sat,🔴 CRITICAL,0.848,No Junction,6.64,🟠 HIGH,12.968528748614498,77.64989446949056
691,2024-04-13,Sat,🔴 CRITICAL,0.848,No Junction,4.12,🟠 HIGH,12.988583031578948,77.47277393157894
815,2024-04-13,Sat,🔴 CRITICAL,0.848,BTP054 - Shivananda Circle,4.54,🟠 HIGH,12.986506510000002,77.57974298500001
368,2024-04-13,Sat,🔴 CRITICAL,0.847,BTP082 - KR Market Junction,4.79,🟠 HIGH,12.965166612280704,77.57924389473685
517,2024-04-13,Sat,🔴 CRITICAL,0.847,No Junction,5.09,🟠 HIGH,12.947572902702705,77.53369218378378
566,2024-04-13,Sat,🔴 CRITICAL,0.847,No Junction,4.48,🟠 HIGH,12.968874042857143,77.57021359523809
298,2024-04-13,Sat,🔴 CRITICAL,0.845,No Junction,6.78,🟠 HIGH,12.909656083995646,77.55010167321035
361,2024-04-13,Sat,🔴 CRITICAL,0.843,No Junction,6.0,🟠 HIGH,12.937151908461535,77.62711259865385
651,2024-04-13,Sat,🔴 CRITICAL,0.842,No Junction,2.01,🟡 MEDIUM,13.028475490909091,77.58624163636364
670,2024-04-13,Sat,🔴 CRITICAL,0.842,No Junction,3.82,🟡 MEDIUM,13.042467057692308,77.5905979423077
671,2024-04-13,Sat,🔴 CRITICAL,0.842,No Junction,5.01,🟠 HIGH,12.979805508695652,77.5106104347826
278,2024-04-13,Sat,🔴 CRITICAL,0.841,"BTP186 - 9th Cross, 4th Main, Jayanagar",2.84,🟡 MEDIUM,12.940907666666666,77.58403085333333
247,2024-04-13,Sat,🔴 CRITICAL,0.84,No Junction,3.15,🟡 MEDIUM,12.993416007692309,77.57406268461538
126,2024-04-13,Sat,🔴 CRITICAL,0.839,BTP010 - Rajajinagar Entrance,6.28,🟠 HIGH,12.982427547367813,77.56302792126392
710,2024-04-13,Sat,🔴 CRITICAL,0.839,No Junction,2.75,🟡 MEDIUM,12.97253105625,77.51193140625
810,2024-04-13,Sat,🔴 CRITICAL,0.839,"BTP102 - BMTC Junction, KH Road",4.41,🟠 HIGH,12.9553719125,77.5919787
843,2024-04-13,Sat,🔴 CRITICAL,0.839,No Junction,2.44,🟡 MEDIUM,12.987951068181816,77.52033473636364
512,2024-04-13,Sat,🔴 CRITICAL,0.838,No Junction,4.83,🟠 HIGH,12.973249043243245,77.61099812702702
600,2024-04-13,Sat,🔴 CRITICAL,0.838,No Junction,5.01,🟠 HIGH,12.959270248275862,77.65696959310344
408,2024-04-13,Sat,🔴 CRITICAL,0.837,No Junction,2.83,🟡 MEDIUM,12.924428886666668,77.64996864666666
510,2024-04-13,Sat,🔴 CRITICAL,0.837,No Junction,5.15,🟠 HIGH,13.081697045835805,77.54821351601763
576,2024-04-13,Sat,🔴 CRITICAL,0.837,No Junction,5.0,🟠 HIGH,12.922236472,77.6104673
577,2024-04-13,Sat,🔴 CRITICAL,0.837,No Junction,3.09,🟡 MEDIUM,12.869688935,77.65307677
385,2024-04-13,Sat,🔴 CRITICAL,0.836,BTP082 - KR Market Junction,2.97,🟡 MEDIUM,12.96778754375,77.57728885
582,2024-04-13,Sat,🔴 CRITICAL,0.836,BTP054 - Shivananda Circle,3.18,🟡 MEDIUM,12.987445758333337,77.57847541666666
669,2024-04-13,Sat,🔴 CRITICAL,0.835,"BTP001 - 10th Cross, Dr. Rajkumar Road",3.41,🟡 MEDIUM,13.006879507142855,77.554422
487,2024-04-13,Sat,🔴 CRITICAL,0.834,"BTP221 - 15th Cross, 24th Main, JP Nagar",5.07,🟠 HIGH,12.904784571428571,77.58568840000001
638,2024-04-13,Sat,🔴 CRITICAL,0.834,No Junction,5.2,🟠 HIGH,12.918079902564102,77.67120747435898
664,2024-04-13,Sat,🔴 CRITICAL,0.834,No Junction,4.2,🟠 HIGH,12.89704347142857,77.63529947142858
109,2024-04-13,Sat,🔴 CRITICAL,0.833,"BTP001 - 10th Cross, Dr. Rajkumar Road",6.2,🟠 HIGH,13.004425265506963,77.55350434000145
283,2024-04-13,Sat,🔴 CRITICAL,0.833,BTP130 - GD Mara Junction,6.35,🟠 HIGH,12.907428370506912,77.60045970414745
465,2024-04-13,Sat,🔴 CRITICAL,0.833,No Junction,2.71,🟡 MEDIUM,13.003795536111111,77.56923465833333
33,2024-04-13,Sat,🔴 CRITICAL,0.832,No Junction,3.83,🟡 MEDIUM,13.008975970270267,77.75881793513513
803,2024-04-13,Sat,🔴 CRITICAL,0.832,No Junction,3.42,🟡 MEDIUM,13.003531325,77.66277133970588
183,2024-04-13,Sat,🔴 CRITICAL,0.831,No Junction,6.43,🟠 HIGH,12.990117613751991,77.5036200704
425,2024-04-13,Sat,🔴 CRITICAL,0.831,No Junction,5.11,🟠 HIGH,13.049974378125,77.50769154375
506,2024-04-13,Sat,🔴 CRITICAL,0.831,No Junction,3.27,🟡 MEDIUM,12.91827467254902,77.65173850196079
841,2024-04-13,Sat,🔴 CRITICAL,0.831,"BTP024 - NPS, Vijayanagar",2.49,🟡 MEDIUM,12.984414388888888,77.5485788111111
107,2024-04-13,Sat,🔴 CRITICAL,0.83,No Junction,4.94,🟠 HIGH,12.99548367075929,77.61037216284329
372,2024-04-13,Sat,🔴 CRITICAL,0.83,No Junction,5.82,🟠 HIGH,13.022109736190476,77.53269273047619
622,2024-04-13,Sat,🔴 CRITICAL,0.83,BTP138 - Sarjapur Road Check Post,4.1,🟠 HIGH,12.92585681764706,77.6172136882353
113,2024-04-13,Sat,🔴 CRITICAL,0.829,"BTP197 - 9th Cross, 24th Main, JP Nagar",6.39,🟠 HIGH,12.912285567272727,77.58571622545455
356,2024-04-13,Sat,🔴 CRITICAL,0.828,BTP105 - Shivasankara Circle,4.83,🟠 HIGH,12.958190206896552,77.57201557586207
409,2024-04-13,Sat,🔴 CRITICAL,0.828,No Junction,4.93,🟠 HIGH,12.91052491025641,77.62683390769232
435,2024-04-13,Sat,🔴 CRITICAL,0.828,No Junction,6.24,🟠 HIGH,12.940613014925374,77.52467731119404
804,2024-04-13,Sat,🔴 CRITICAL,0.828,No Junction,3.71,🟡 MEDIUM,12.906715744444444,77.63313833703704
108,2024-04-13,Sat,🔴 CRITICAL,0.827,No Junction,5.94,🟠 HIGH,12.97370688782435,77.62294989021956
