cluster,hour,count,risk_score,risk_tier
313,6,4,5.16,🟠 HIGH
313,20,8,5.16,🟠 HIGH
313,21,16,5.16,🟠 HIGH
313,22,1,5.16,🟠 HIGH
314,0,1,5.69,🟠 HIGH
314,1,4,5.69,🟠 HIGH
314,2,2,5.69,🟠 HIGH
314,3,4,5.69,🟠 HIGH
314,4,9,5.69,🟠 HIGH
314,5,11,5.69,🟠 HIGH
314,6,3,5.69,🟠 HIGH
314,7,1,5.69,🟠 HIGH
314,8,2,5.69,🟠 HIGH
314,19,2,5.69,🟠 HIGH
314,21,3,5.69,🟠 HIGH
314,23,2,5.69,🟠 HIGH
315,0,10,5.17,🟠 HIGH
315,1,24,5.17,🟠 HIGH
315,2,9,5.17,🟠 HIGH
315,3,13,5.17,🟠 HIGH
315,4,11,5.17,🟠 HIGH
315,5,26,5.17,🟠 HIGH
315,6,11,5.17,🟠 HIGH
315,7,3,5.17,🟠 HIGH
315,20,3,5.17,🟠 HIGH
315,21,18,5.17,🟠 HIGH
315,22,34,5.17,🟠 HIGH
315,23,36,5.17,🟠 HIGH
316,1,9,5.19,🟠 HIGH
316,3,1,5.19,🟠 HIGH
316,6,2,5.19,🟠 HIGH
316,9,6,5.19,🟠 HIGH
316,22,7,5.19,🟠 HIGH
316,23,2,5.19,🟠 HIGH
317,0,18,4.93,🟠 HIGH
317,1,14,4.93,🟠 HIGH
317,2,1,4.93,🟠 HIGH
317,22,1,4.93,🟠 HIGH
317,23,11,4.93,🟠 HIGH
318,0,1,5.84,🟠 HIGH
318,1,4,5.84,🟠 HIGH
318,2,12,5.84,🟠 HIGH
318,3,6,5.84,🟠 HIGH
318,4,2,5.84,🟠 HIGH
318,5,3,5.84,🟠 HIGH
318,6,4,5.84,🟠 HIGH
318,7,2,5.84,🟠 HIGH
318,8,2,5.84,🟠 HIGH
318,9,2,5.84,🟠 HIGH
318,20,3,5.84,🟠 HIGH
318,21,2,5.84,🟠 HIGH
318,23,2,5.84,🟠 HIGH
319,2,1,4.89,🟠 HIGH
319,3,3,4.89,🟠 HIGH
319,4,5,4.89,🟠 HIGH
319,5,26,4.89,🟠 HIGH
319,6,8,4.89,🟠 HIGH
319,7,15,4.89,🟠 HIGH
319,20,1,4.89,🟠 HIGH
319,21,4,4.89,🟠 HIGH
319,22,3,4.89,🟠 HIGH
319,23,8,4.89,🟠 HIGH
320,0,7,5.42,🟠 HIGH
320,1,7,5.42,🟠 HIGH
320,2,4,5.42,🟠 HIGH
320,3,8,5.42,🟠 HIGH
320,4,11,5.42,🟠 HIGH
320,5,14,5.42,🟠 HIGH
320,6,16,5.42,🟠 HIGH
320,7,6,5.42,🟠 HIGH
320,8,1,5.42,🟠 HIGH
320,9,3,5.42,🟠 HIGH
320,19,1,5.42,🟠 HIGH
320,21,2,5.42,🟠 HIGH
320,22,8,5.42,🟠 HIGH
320,23,10,5.42,🟠 HIGH
321,0,11,2.96,🟡 MEDIUM
321,1,14,2.96,🟡 MEDIUM
321,2,4,2.96,🟡 MEDIUM
321,5,1,2.96,🟡 MEDIUM
321,23,2,2.96,🟡 MEDIUM
322,0,4,4.93,🟠 HIGH
322,1,15,4.93,🟠 HIGH
322,2,9,4.93,🟠 HIGH
322,3,23,4.93,🟠 HIGH
322,4,31,4.93,🟠 HIGH
322,5,16,4.93,🟠 HIGH
322,6,11,4.93,🟠 HIGH
322,7,5,4.93,🟠 HIGH
322,8,5,4.93,🟠 HIGH
322,20,9,4.93,🟠 HIGH
322,21,9,4.93,🟠 HIGH
322,22,7,4.93,🟠 HIGH
322,23,8,4.93,🟠 HIGH
323,0,5,6.92,🟠 HIGH
323,1,22,6.92,🟠 HIGH
323,2,36,6.92,🟠 HIGH
323,3,32,6.92,🟠 HIGH
323,4,62,6.92,🟠 HIGH
323,5,14,6.92,🟠 HIGH
323,6,40,6.92,🟠 HIGH
323,7,13,6.92,🟠 HIGH
323,8,13,6.92,🟠 HIGH
323,9,26,6.92,🟠 HIGH
323,10,11,6.92,🟠 HIGH
323,11,21,6.92,🟠 HIGH
323,12,8,6.92,🟠 HIGH
323,19,5,6.92,🟠 HIGH
323,20,8,6.92,🟠 HIGH
323,21,3,6.92,🟠 HIGH
323,22,8,6.92,🟠 HIGH
323,23,14,6.92,🟠 HIGH
324,2,5,1.29,🟢 LOW
324,5,3,1.29,🟢 LOW
324,21,5,1.29,🟢 LOW
324,22,2,1.29,🟢 LOW
324,23,7,1.29,🟢 LOW
325,0,2,3.2,🟡 MEDIUM
325,1,1,3.2,🟡 MEDIUM
325,3,10,3.2,🟡 MEDIUM
325,4,1,3.2,🟡 MEDIUM
325,5,3,3.2,🟡 MEDIUM
325,6,5,3.2,🟡 MEDIUM
325,7,3,3.2,🟡 MEDIUM
325,8,1,3.2,🟡 MEDIUM
326,0,3,4.55,🟠 HIGH
326,1,1,4.55,🟠 HIGH
326,2,2,4.55,🟠 HIGH
326,5,2,4.55,🟠 HIGH
326,6,3,4.55,🟠 HIGH
326,7,2,4.55,🟠 HIGH
326,8,5,4.55,🟠 HIGH
326,20,4,4.55,🟠 HIGH
326,21,1,4.55,🟠 HIGH
326,22,6,4.55,🟠 HIGH
326,23,8,4.55,🟠 HIGH
327,0,7,6.73,🟠 HIGH
327,1,3,6.73,🟠 HIGH
327,2,10,6.73,🟠 HIGH
327,3,10,6.73,🟠 HIGH
327,4,31,6.73,🟠 HIGH
327,5,36,6.73,🟠 HIGH
327,6,40,6.73,🟠 HIGH
327,7,21,6.73,🟠 HIGH
327,8,3,6.73,🟠 HIGH
327,9,9,6.73,🟠 HIGH
327,10,2,6.73,🟠 HIGH
327,19,8,6.73,🟠 HIGH
327,20,18,6.73,🟠 HIGH
327,21,31,6.73,🟠 HIGH
327,22,23,6.73,🟠 HIGH
327,23,26,6.73,🟠 HIGH
328,21,22,3.03,🟡 MEDIUM
328,22,34,3.03,🟡 MEDIUM
329,0,30,4.33,🟠 HIGH
329,3,20,4.33,🟠 HIGH
329,4,28,4.33,🟠 HIGH
329,5,3,4.33,🟠 HIGH
329,6,3,4.33,🟠 HIGH
329,21,5,4.33,🟠 HIGH
329,22,21,4.33,🟠 HIGH
329,23,34,4.33,🟠 HIGH
330,5,4,2.07,🟡 MEDIUM
330,6,11,2.07,🟡 MEDIUM
330,7,2,2.07,🟡 MEDIUM
331,4,2,3.62,🟡 MEDIUM
331,10,1,3.62,🟡 MEDIUM
331,21,59,3.62,🟡 MEDIUM
331,22,53,3.62,🟡 MEDIUM
331,23,2,3.62,🟡 MEDIUM
332,2,2,5.08,🟠 HIGH
332,4,3,5.08,🟠 HIGH
332,5,12,5.08,🟠 HIGH
332,7,20,5.08,🟠 HIGH
332,12,9,5.08,🟠 HIGH
332,19,2,5.08,🟠 HIGH
332,20,1,5.08,🟠 HIGH
332,21,53,5.08,🟠 HIGH
332,22,27,5.08,🟠 HIGH
332,23,2,5.08,🟠 HIGH
333,2,7,4.6,🟠 HIGH
333,3,6,4.6,🟠 HIGH
333,19,1,4.6,🟠 HIGH
333,20,1,4.6,🟠 HIGH
333,21,11,4.6,🟠 HIGH
333,22,46,4.6,🟠 HIGH
333,23,94,4.6,🟠 HIGH
334,0,3,6.24,🟠 HIGH
334,4,2,6.24,🟠 HIGH
334,5,3,6.24,🟠 HIGH
334,6,1,6.24,🟠 HIGH
334,8,1,6.24,🟠 HIGH
334,9,1,6.24,🟠 HIGH
334,20,5,6.24,🟠 HIGH
334,21,24,6.24,🟠 HIGH
334,22,13,6.24,🟠 HIGH
334,23,2,6.24,🟠 HIGH
335,0,3,4.43,🟠 HIGH
335,1,1,4.43,🟠 HIGH
335,2,16,4.43,🟠 HIGH
335,3,13,4.43,🟠 HIGH
335,4,5,4.43,🟠 HIGH
335,6,2,4.43,🟠 HIGH
335,7,4,4.43,🟠 HIGH
335,8,1,4.43,🟠 HIGH
335,21,3,4.43,🟠 HIGH
335,22,51,4.43,🟠 HIGH
335,23,15,4.43,🟠 HIGH
336,0,3,3.98,🟡 MEDIUM
336,3,2,3.98,🟡 MEDIUM
336,4,5,3.98,🟡 MEDIUM
336,6,11,3.98,🟡 MEDIUM
336,9,1,3.98,🟡 MEDIUM
336,20,1,3.98,🟡 MEDIUM
336,21,2,3.98,🟡 MEDIUM
336,22,1,3.98,🟡 MEDIUM
336,23,1,3.98,🟡 MEDIUM
337,0,3,7.16,🔴 CRITICAL
337,1,5,7.16,🔴 CRITICAL
337,2,8,7.16,🔴 CRITICAL
337,3,18,7.16,🔴 CRITICAL
337,4,9,7.16,🔴 CRITICAL
337,5,24,7.16,🔴 CRITICAL
337,6,7,7.16,🔴 CRITICAL
337,7,4,7.16,🔴 CRITICAL
337,8,1,7.16,🔴 CRITICAL
337,9,6,7.16,🔴 CRITICAL
337,11,1,7.16,🔴 CRITICAL
337,18,2,7.16,🔴 CRITICAL
337,19,24,7.16,🔴 CRITICAL
337,20,38,7.16,🔴 CRITICAL
337,21,28,7.16,🔴 CRITICAL
337,22,9,7.16,🔴 CRITICAL
337,23,16,7.16,🔴 CRITICAL
338,0,1,5.63,🟠 HIGH
338,1,1,5.63,🟠 HIGH
338,2,10,5.63,🟠 HIGH
338,3,8,5.63,🟠 HIGH
338,4,15,5.63,🟠 HIGH
338,5,12,5.63,🟠 HIGH
338,6,5,5.63,🟠 HIGH
338,7,5,5.63,🟠 HIGH
338,8,2,5.63,🟠 HIGH
338,22,4,5.63,🟠 HIGH
338,23,3,5.63,🟠 HIGH
339,1,2,2.58,🟡 MEDIUM
339,5,2,2.58,🟡 MEDIUM
339,6,1,2.58,🟡 MEDIUM
339,7,2,2.58,🟡 MEDIUM
339,20,1,2.58,🟡 MEDIUM
339,21,2,2.58,🟡 MEDIUM
339,22,6,2.58,🟡 MEDIUM
339,23,3,2.58,🟡 MEDIUM
340,0,12,3.84,🟡 MEDIUM
340,1,79,3.84,🟡 MEDIUM
340,2,13,3.84,🟡 MEDIUM
340,3,1,3.84,🟡 MEDIUM
340,4,1,3.84,🟡 MEDIUM
340,5,4,3.84,🟡 MEDIUM
340,6,2,3.84,🟡 MEDIUM
340,7,1,3.84,🟡 MEDIUM
340,8,1,3.84,🟡 MEDIUM
340,19,1,3.84,🟡 MEDIUM
340,21,5,3.84,🟡 MEDIUM
340,22,14,3.84,🟡 MEDIUM
340,23,5,3.84,🟡 MEDIUM
341,0,1,5.59,🟠 HIGH
341,5,3,5.59,🟠 HIGH
341,6,2,5.59,🟠 HIGH
341,7,1,5.59,🟠 HIGH
341,8,4,5.59,🟠 HIGH
341,9,4,5.59,🟠 HIGH
341,10,2,5.59,🟠 HIGH
341,21,4,5.59,🟠 HIGH
341,23,2,5.59,🟠 HIGH
342,0,9,6.03,🟠 HIGH
342,5,4,6.03,🟠 HIGH
342,6,5,6.03,🟠 HIGH
342,7,8,6.03,🟠 HIGH
342,8,13,6.03,🟠 HIGH
342,20,42,6.03,🟠 HIGH
342,21,53,6.03,🟠 HIGH
342,22,45,6.03,🟠 HIGH
342,23,4,6.03,🟠 HIGH
343,0,9,7.77,🔴 CRITICAL
343,1,4,7.77,🔴 CRITICAL
343,2,23,7.77,🔴 CRITICAL
343,3,22,7.77,🔴 CRITICAL
343,4,33,7.77,🔴 CRITICAL
343,5,21,7.77,🔴 CRITICAL
343,6,19,7.77,🔴 CRITICAL
343,7,8,7.77,🔴 CRITICAL
343,8,3,7.77,🔴 CRITICAL
343,9,17,7.77,🔴 CRITICAL
343,11,1,7.77,🔴 CRITICAL
343,19,3,7.77,🔴 CRITICAL
343,20,6,7.77,🔴 CRITICAL
343,21,3,7.77,🔴 CRITICAL
343,22,9,7.77,🔴 CRITICAL
343,23,14,7.77,🔴 CRITICAL
344,0,3,5.82,🟠 HIGH
344,7,2,5.82,🟠 HIGH
344,8,14,5.82,🟠 HIGH
345,0,3,4.04,🟠 HIGH
345,1,11,4.04,🟠 HIGH
345,4,3,4.04,🟠 HIGH
345,5,10,4.04,🟠 HIGH
345,6,5,4.04,🟠 HIGH
345,20,1,4.04,🟠 HIGH
345,21,2,4.04,🟠 HIGH
345,22,10,4.04,🟠 HIGH
345,23,19,4.04,🟠 HIGH
346,0,10,4.4,🟠 HIGH
346,1,17,4.4,🟠 HIGH
346,2,23,4.4,🟠 HIGH
346,3,8,4.4,🟠 HIGH
346,4,3,4.4,🟠 HIGH
346,5,3,4.4,🟠 HIGH
346,6,3,4.4,🟠 HIGH
346,7,2,4.4,🟠 HIGH
346,8,2,4.4,🟠 HIGH
346,9,1,4.4,🟠 HIGH
346,19,2,4.4,🟠 HIGH
346,20,4,4.4,🟠 HIGH
346,21,3,4.4,🟠 HIGH
346,22,3,4.4,🟠 HIGH
346,23,5,4.4,🟠 HIGH
347,0,1,4.44,🟠 HIGH
347,1,6,4.44,🟠 HIGH
347,2,7,4.44,🟠 HIGH
347,3,3,4.44,🟠 HIGH
347,4,6,4.44,🟠 HIGH
347,5,7,4.44,🟠 HIGH
347,6,3,4.44,🟠 HIGH
347,7,2,4.44,🟠 HIGH
347,8,3,4.44,🟠 HIGH
347,19,1,4.44,🟠 HIGH
347,20,3,4.44,🟠 HIGH
347,21,12,4.44,🟠 HIGH
347,22,8,4.44,🟠 HIGH
347,23,11,4.44,🟠 HIGH
348,0,4,7.03,🔴 CRITICAL
348,1,8,7.03,🔴 CRITICAL
348,2,7,7.03,🔴 CRITICAL
348,3,6,7.03,🔴 CRITICAL
348,4,12,7.03,🔴 CRITICAL
348,5,25,7.03,🔴 CRITICAL
348,6,25,7.03,🔴 CRITICAL
348,7,10,7.03,🔴 CRITICAL
348,8,17,7.03,🔴 CRITICAL
348,9,2,7.03,🔴 CRITICAL
348,19,11,7.03,🔴 CRITICAL
348,20,6,7.03,🔴 CRITICAL
348,21,6,7.03,🔴 CRITICAL
348,22,18,7.03,🔴 CRITICAL
348,23,14,7.03,🔴 CRITICAL
349,3,6,4.88,🟠 HIGH
349,4,14,4.88,🟠 HIGH
349,5,2,4.88,🟠 HIGH
350,2,18,3.63,🟡 MEDIUM
350,3,36,3.63,🟡 MEDIUM
350,4,13,3.63,🟡 MEDIUM
350,5,11,3.63,🟡 MEDIUM
350,7,2,3.63,🟡 MEDIUM
350,21,2,3.63,🟡 MEDIUM
350,22,10,3.63,🟡 MEDIUM
350,23,9,3.63,🟡 MEDIUM
351,3,16,4.86,🟠 HIGH
351,4,1,4.86,🟠 HIGH
351,6,1,4.86,🟠 HIGH
351,21,12,4.86,🟠 HIGH
351,23,6,4.86,🟠 HIGH
352,0,2,5.54,🟠 HIGH
352,1,1,5.54,🟠 HIGH
352,2,7,5.54,🟠 HIGH
352,3,12,5.54,🟠 HIGH
352,4,3,5.54,🟠 HIGH
352,5,12,5.54,🟠 HIGH
352,6,5,5.54,🟠 HIGH
352,19,4,5.54,🟠 HIGH
352,20,11,5.54,🟠 HIGH
352,21,2,5.54,🟠 HIGH
352,22,1,5.54,🟠 HIGH
352,23,9,5.54,🟠 HIGH
353,0,2,5.27,🟠 HIGH
353,1,1,5.27,🟠 HIGH
353,2,3,5.27,🟠 HIGH
353,3,3,5.27,🟠 HIGH
353,5,7,5.27,🟠 HIGH
353,7,5,5.27,🟠 HIGH
353,23,1,5.27,🟠 HIGH
354,0,13,6.03,🟠 HIGH
354,1,6,6.03,🟠 HIGH
354,2,4,6.03,🟠 HIGH
354,3,19,6.03,🟠 HIGH
354,4,15,6.03,🟠 HIGH
354,5,4,6.03,🟠 HIGH
354,6,6,6.03,🟠 HIGH
354,7,11,6.03,🟠 HIGH
354,9,1,6.03,🟠 HIGH
354,21,4,6.03,🟠 HIGH
354,23,11,6.03,🟠 HIGH
355,1,3,4.71,🟠 HIGH
355,2,2,4.71,🟠 HIGH
355,3,7,4.71,🟠 HIGH
355,4,8,4.71,🟠 HIGH
355,5,10,4.71,🟠 HIGH
355,6,18,4.71,🟠 HIGH
355,7,4,4.71,🟠 HIGH
355,19,5,4.71,🟠 HIGH
355,20,3,4.71,🟠 HIGH
355,22,6,4.71,🟠 HIGH
355,23,7,4.71,🟠 HIGH
356,2,8,4.83,🟠 HIGH
356,3,7,4.83,🟠 HIGH
356,5,2,4.83,🟠 HIGH
356,6,5,4.83,🟠 HIGH
356,7,2,4.83,🟠 HIGH
356,21,5,4.83,🟠 HIGH
357,0,3,4.78,🟠 HIGH
357,3,2,4.78,🟠 HIGH
357,4,2,4.78,🟠 HIGH
357,5,4,4.78,🟠 HIGH
357,6,10,4.78,🟠 HIGH
357,7,6,4.78,🟠 HIGH
357,22,2,4.78,🟠 HIGH
357,23,3,4.78,🟠 HIGH
358,0,1,3.39,🟡 MEDIUM
358,1,3,3.39,🟡 MEDIUM
358,2,2,3.39,🟡 MEDIUM
358,3,1,3.39,🟡 MEDIUM
358,4,4,3.39,🟡 MEDIUM
358,5,7,3.39,🟡 MEDIUM
358,6,5,3.39,🟡 MEDIUM
358,7,3,3.39,🟡 MEDIUM
358,8,1,3.39,🟡 MEDIUM
358,21,3,3.39,🟡 MEDIUM
358,23,5,3.39,🟡 MEDIUM
359,4,1,5.25,🟠 HIGH
359,5,24,5.25,🟠 HIGH
359,6,3,5.25,🟠 HIGH
359,8,5,5.25,🟠 HIGH
359,9,3,5.25,🟠 HIGH
359,20,18,5.25,🟠 HIGH
359,21,51,5.25,🟠 HIGH
359,22,16,5.25,🟠 HIGH
359,23,1,5.25,🟠 HIGH
360,0,11,2.66,🟡 MEDIUM
360,4,18,2.66,🟡 MEDIUM
360,5,28,2.66,🟡 MEDIUM
361,0,7,6.0,🟠 HIGH
361,1,10,6.0,🟠 HIGH
361,2,2,6.0,🟠 HIGH
361,4,1,6.0,🟠 HIGH
361,5,7,6.0,🟠 HIGH
361,6,17,6.0,🟠 HIGH
361,7,14,6.0,🟠 HIGH
361,8,21,6.0,🟠 HIGH
361,9,5,6.0,🟠 HIGH
361,20,2,6.0,🟠 HIGH
361,21,1,6.0,🟠 HIGH
361,22,3,6.0,🟠 HIGH
361,23,14,6.0,🟠 HIGH
362,1,1,5.52,🟠 HIGH
362,2,1,5.52,🟠 HIGH
362,5,2,5.52,🟠 HIGH
362,6,2,5.52,🟠 HIGH
362,9,2,5.52,🟠 HIGH
362,18,1,5.52,🟠 HIGH
362,19,4,5.52,🟠 HIGH
362,20,1,5.52,🟠 HIGH
362,21,1,5.52,🟠 HIGH
363,4,1,5.96,🟠 HIGH
363,5,5,5.96,🟠 HIGH
363,6,12,5.96,🟠 HIGH
363,7,16,5.96,🟠 HIGH
363,8,11,5.96,🟠 HIGH
363,10,1,5.96,🟠 HIGH
363,20,5,5.96,🟠 HIGH
363,21,2,5.96,🟠 HIGH
363,22,2,5.96,🟠 HIGH
363,23,2,5.96,🟠 HIGH
364,0,20,7.49,🔴 CRITICAL
364,1,105,7.49,🔴 CRITICAL
364,2,146,7.49,🔴 CRITICAL
364,3,73,7.49,🔴 CRITICAL
364,4,90,7.49,🔴 CRITICAL
364,5,83,7.49,🔴 CRITICAL
364,6,60,7.49,🔴 CRITICAL
364,7,111,7.49,🔴 CRITICAL
364,8,121,7.49,🔴 CRITICAL
364,9,21,7.49,🔴 CRITICAL
364,11,1,7.49,🔴 CRITICAL
364,18,1,7.49,🔴 CRITICAL
364,19,3,7.49,🔴 CRITICAL
364,20,10,7.49,🔴 CRITICAL
364,21,16,7.49,🔴 CRITICAL
364,22,33,7.49,🔴 CRITICAL
364,23,52,7.49,🔴 CRITICAL
365,0,1,2.82,🟡 MEDIUM
365,1,1,2.82,🟡 MEDIUM
365,2,1,2.82,🟡 MEDIUM
365,3,3,2.82,🟡 MEDIUM
365,5,3,2.82,🟡 MEDIUM
365,6,3,2.82,🟡 MEDIUM
365,21,3,2.82,🟡 MEDIUM
365,22,8,2.82,🟡 MEDIUM
365,23,6,2.82,🟡 MEDIUM
366,1,2,4.03,🟠 HIGH
366,2,3,4.03,🟠 HIGH
366,4,2,4.03,🟠 HIGH
366,5,5,4.03,🟠 HIGH
366,20,8,4.03,🟠 HIGH
366,22,5,4.03,🟠 HIGH
366,23,1,4.03,🟠 HIGH
367,0,1,4.27,🟠 HIGH
367,1,1,4.27,🟠 HIGH
367,2,5,4.27,🟠 HIGH
367,19,4,4.27,🟠 HIGH
367,20,2,4.27,🟠 HIGH
367,23,3,4.27,🟠 HIGH
368,1,5,4.79,🟠 HIGH
368,3,4,4.79,🟠 HIGH
368,4,21,4.79,🟠 HIGH
368,5,11,4.79,🟠 HIGH
368,6,4,4.79,🟠 HIGH
368,7,2,4.79,🟠 HIGH
368,17,3,4.79,🟠 HIGH
368,23,7,4.79,🟠 HIGH
369,0,30,5.3,🟠 HIGH
369,1,5,5.3,🟠 HIGH
369,2,6,5.3,🟠 HIGH
369,3,2,5.3,🟠 HIGH
369,4,13,5.3,🟠 HIGH
369,5,2,5.3,🟠 HIGH
369,7,3,5.3,🟠 HIGH
369,19,1,5.3,🟠 HIGH
369,20,1,5.3,🟠 HIGH
369,21,9,5.3,🟠 HIGH
369,22,1,5.3,🟠 HIGH
369,23,41,5.3,🟠 HIGH
370,0,2,1.79,🟢 LOW
370,6,2,1.79,🟢 LOW
370,8,1,1.79,🟢 LOW
370,21,1,1.79,🟢 LOW
370,22,6,1.79,🟢 LOW
370,23,7,1.79,🟢 LOW
371,0,4,5.68,🟠 HIGH
371,1,11,5.68,🟠 HIGH
371,2,14,5.68,🟠 HIGH
371,3,6,5.68,🟠 HIGH
371,4,5,5.68,🟠 HIGH
371,5,5,5.68,🟠 HIGH
371,7,1,5.68,🟠 HIGH
371,8,4,5.68,🟠 HIGH
371,19,3,5.68,🟠 HIGH
371,20,3,5.68,🟠 HIGH
371,21,1,5.68,🟠 HIGH
371,22,2,5.68,🟠 HIGH
371,23,4,5.68,🟠 HIGH
372,0,15,5.82,🟠 HIGH
372,1,9,5.82,🟠 HIGH
372,2,5,5.82,🟠 HIGH
372,4,8,5.82,🟠 HIGH
372,5,13,5.82,🟠 HIGH
372,6,6,5.82,🟠 HIGH
372,7,2,5.82,🟠 HIGH
372,8,11,5.82,🟠 HIGH
372,9,4,5.82,🟠 HIGH
372,18,1,5.82,🟠 HIGH
372,19,2,5.82,🟠 HIGH
372,20,5,5.82,🟠 HIGH
372,21,4,5.82,🟠 HIGH
372,22,11,5.82,🟠 HIGH
372,23,9,5.82,🟠 HIGH
373,0,8,8.43,🔴 CRITICAL
373,1,15,8.43,🔴 CRITICAL
373,2,29,8.43,🔴 CRITICAL
373,3,37,8.43,🔴 CRITICAL
373,4,16,8.43,🔴 CRITICAL
373,5,25,8.43,🔴 CRITICAL
373,6,9,8.43,🔴 CRITICAL
373,7,13,8.43,🔴 CRITICAL
373,8,59,8.43,🔴 CRITICAL
373,9,48,8.43,🔴 CRITICAL
373,10,1,8.43,🔴 CRITICAL
373,11,8,8.43,🔴 CRITICAL
373,19,4,8.43,🔴 CRITICAL
373,20,1,8.43,🔴 CRITICAL
373,21,2,8.43,🔴 CRITICAL
373,22,2,8.43,🔴 CRITICAL
374,0,105,6.02,🟠 HIGH
374,3,24,6.02,🟠 HIGH
374,4,2,6.02,🟠 HIGH
374,5,4,6.02,🟠 HIGH
374,6,14,6.02,🟠 HIGH
374,7,28,6.02,🟠 HIGH
374,8,25,6.02,🟠 HIGH
374,19,14,6.02,🟠 HIGH
374,20,4,6.02,🟠 HIGH
374,21,2,6.02,🟠 HIGH
374,22,6,6.02,🟠 HIGH
374,23,2,6.02,🟠 HIGH
375,0,5,4.39,🟠 HIGH
375,1,11,4.39,🟠 HIGH
375,2,16,4.39,🟠 HIGH
375,3,29,4.39,🟠 HIGH
375,4,26,4.39,🟠 HIGH
375,5,7,4.39,🟠 HIGH
375,6,2,4.39,🟠 HIGH
375,21,2,4.39,🟠 HIGH
375,22,1,4.39,🟠 HIGH
375,23,2,4.39,🟠 HIGH
376,0,3,5.64,🟠 HIGH
376,1,4,5.64,🟠 HIGH
376,2,4,5.64,🟠 HIGH
376,3,3,5.64,🟠 HIGH
376,4,11,5.64,🟠 HIGH
376,5,11,5.64,🟠 HIGH
376,6,10,5.64,🟠 HIGH
376,7,2,5.64,🟠 HIGH
376,19,1,5.64,🟠 HIGH
376,20,7,5.64,🟠 HIGH
376,21,2,5.64,🟠 HIGH
376,23,9,5.64,🟠 HIGH
377,0,5,4.22,🟠 HIGH
377,1,1,4.22,🟠 HIGH
377,2,18,4.22,🟠 HIGH
377,3,2,4.22,🟠 HIGH
377,4,11,4.22,🟠 HIGH
377,6,11,4.22,🟠 HIGH
377,23,2,4.22,🟠 HIGH
378,0,3,4.23,🟠 HIGH
378,2,5,4.23,🟠 HIGH
378,3,1,4.23,🟠 HIGH
378,4,15,4.23,🟠 HIGH
378,5,10,4.23,🟠 HIGH
378,6,4,4.23,🟠 HIGH
378,8,1,4.23,🟠 HIGH
378,21,1,4.23,🟠 HIGH
378,22,2,4.23,🟠 HIGH
378,23,2,4.23,🟠 HIGH
379,0,1,2.97,🟡 MEDIUM
379,1,1,2.97,🟡 MEDIUM
379,2,1,2.97,🟡 MEDIUM
379,3,4,2.97,🟡 MEDIUM
379,5,3,2.97,🟡 MEDIUM
379,6,3,2.97,🟡 MEDIUM
379,7,2,2.97,🟡 MEDIUM
379,21,1,2.97,🟡 MEDIUM
380,0,3,2.92,🟡 MEDIUM
380,1,3,2.92,🟡 MEDIUM
380,5,11,2.92,🟡 MEDIUM
380,6,3,2.92,🟡 MEDIUM
380,7,3,2.92,🟡 MEDIUM
380,23,3,2.92,🟡 MEDIUM
381,1,2,6.46,🟠 HIGH
381,2,2,6.46,🟠 HIGH
381,3,11,6.46,🟠 HIGH
381,4,27,6.46,🟠 HIGH
381,5,21,6.46,🟠 HIGH
381,6,14,6.46,🟠 HIGH
381,7,7,6.46,🟠 HIGH
381,8,5,6.46,🟠 HIGH
381,20,2,6.46,🟠 HIGH
381,21,1,6.46,🟠 HIGH
381,22,1,6.46,🟠 HIGH
382,4,45,3.42,🟡 MEDIUM
382,5,18,3.42,🟡 MEDIUM
382,6,3,3.42,🟡 MEDIUM
382,7,1,3.42,🟡 MEDIUM
382,9,1,3.42,🟡 MEDIUM
383,2,11,2.44,🟡 MEDIUM
383,4,1,2.44,🟡 MEDIUM
383,5,3,2.44,🟡 MEDIUM
383,6,4,2.44,🟡 MEDIUM
383,9,1,2.44,🟡 MEDIUM
383,19,1,2.44,🟡 MEDIUM
383,23,1,2.44,🟡 MEDIUM
384,0,10,5.24,🟠 HIGH
384,1,5,5.24,🟠 HIGH
384,2,6,5.24,🟠 HIGH
384,4,1,5.24,🟠 HIGH
384,5,15,5.24,🟠 HIGH
384,6,6,5.24,🟠 HIGH
384,18,1,5.24,🟠 HIGH
384,20,2,5.24,🟠 HIGH
384,21,5,5.24,🟠 HIGH
384,22,20,5.24,🟠 HIGH
384,23,45,5.24,🟠 HIGH
385,4,10,2.97,🟡 MEDIUM
385,20,2,2.97,🟡 MEDIUM
385,22,1,2.97,🟡 MEDIUM
385,23,3,2.97,🟡 MEDIUM
386,0,2,5.53,🟠 HIGH
386,3,2,5.53,🟠 HIGH
386,4,1,5.53,🟠 HIGH
386,5,5,5.53,🟠 HIGH
386,6,10,5.53,🟠 HIGH
386,7,7,5.53,🟠 HIGH
386,8,6,5.53,🟠 HIGH
386,9,2,5.53,🟠 HIGH
386,20,5,5.53,🟠 HIGH
386,21,7,5.53,🟠 HIGH
386,22,2,5.53,🟠 HIGH
386,23,2,5.53,🟠 HIGH
387,3,2,6.35,🟠 HIGH
387,4,11,6.35,🟠 HIGH
387,5,6,6.35,🟠 HIGH
387,18,14,6.35,🟠 HIGH
387,19,16,6.35,🟠 HIGH
387,20,16,6.35,🟠 HIGH
387,21,21,6.35,🟠 HIGH
387,22,7,6.35,🟠 HIGH
387,23,1,6.35,🟠 HIGH
