cluster,hour,count,risk_score,risk_tier
0,0,15,7.18,🔴 CRITICAL
0,1,12,7.18,🔴 CRITICAL
0,2,11,7.18,🔴 CRITICAL
0,3,6,7.18,🔴 CRITICAL
0,4,46,7.18,🔴 CRITICAL
0,5,53,7.18,🔴 CRITICAL
0,6,141,7.18,🔴 CRITICAL
0,7,82,7.18,🔴 CRITICAL
0,8,26,7.18,🔴 CRITICAL
0,9,14,7.18,🔴 CRITICAL
0,10,1,7.18,🔴 CRITICAL
0,18,1,7.18,🔴 CRITICAL
0,19,4,7.18,🔴 CRITICAL
0,20,23,7.18,🔴 CRITICAL
0,21,15,7.18,🔴 CRITICAL
0,22,17,7.18,🔴 CRITICAL
0,23,9,7.18,🔴 CRITICAL
1,0,4396,7.55,🔴 CRITICAL
1,1,3275,7.55,🔴 CRITICAL
1,2,4801,7.55,🔴 CRITICAL
1,3,6686,7.55,🔴 CRITICAL
1,4,6417,7.55,🔴 CRITICAL
1,5,5469,7.55,🔴 CRITICAL
1,6,3631,7.55,🔴 CRITICAL
1,7,1445,7.55,🔴 CRITICAL
1,8,891,7.55,🔴 CRITICAL
1,9,390,7.55,🔴 CRITICAL
1,10,28,7.55,🔴 CRITICAL
1,11,23,7.55,🔴 CRITICAL
1,12,9,7.55,🔴 CRITICAL
1,13,3,7.55,🔴 CRITICAL
1,14,3,7.55,🔴 CRITICAL
1,15,46,7.55,🔴 CRITICAL
1,16,313,7.55,🔴 CRITICAL
1,17,554,7.55,🔴 CRITICAL
1,18,853,7.55,🔴 CRITICAL
1,19,5030,7.55,🔴 CRITICAL
1,20,3087,7.55,🔴 CRITICAL
1,21,2414,7.55,🔴 CRITICAL
1,22,2309,7.55,🔴 CRITICAL
1,23,3454,7.55,🔴 CRITICAL
2,0,804,7.16,🔴 CRITICAL
2,1,740,7.16,🔴 CRITICAL
2,2,2331,7.16,🔴 CRITICAL
2,3,2539,7.16,🔴 CRITICAL
2,4,3177,7.16,🔴 CRITICAL
2,5,3644,7.16,🔴 CRITICAL
2,6,2342,7.16,🔴 CRITICAL
2,7,1244,7.16,🔴 CRITICAL
2,8,909,7.16,🔴 CRITICAL
2,9,424,7.16,🔴 CRITICAL
2,10,15,7.16,🔴 CRITICAL
2,12,4,7.16,🔴 CRITICAL
2,17,1,7.16,🔴 CRITICAL
2,18,8,7.16,🔴 CRITICAL
2,19,47,7.16,🔴 CRITICAL
2,20,14,7.16,🔴 CRITICAL
2,21,12,7.16,🔴 CRITICAL
2,22,110,7.16,🔴 CRITICAL
2,23,330,7.16,🔴 CRITICAL
3,0,11,6.79,🟠 HIGH
3,1,28,6.79,🟠 HIGH
3,2,14,6.79,🟠 HIGH
3,3,24,6.79,🟠 HIGH
3,4,7,6.79,🟠 HIGH
3,5,7,6.79,🟠 HIGH
3,6,157,6.79,🟠 HIGH
3,7,207,6.79,🟠 HIGH
3,8,82,6.79,🟠 HIGH
3,9,49,6.79,🟠 HIGH
3,18,4,6.79,🟠 HIGH
3,19,2,6.79,🟠 HIGH
3,20,12,6.79,🟠 HIGH
3,21,117,6.79,🟠 HIGH
3,22,97,6.79,🟠 HIGH
3,23,44,6.79,🟠 HIGH
4,0,1012,6.39,🟠 HIGH
4,1,1148,6.39,🟠 HIGH
4,2,1373,6.39,🟠 HIGH
4,3,1283,6.39,🟠 HIGH
4,4,1013,6.39,🟠 HIGH
4,5,950,6.39,🟠 HIGH
4,6,563,6.39,🟠 HIGH
4,7,153,6.39,🟠 HIGH
4,8,125,6.39,🟠 HIGH
4,9,106,6.39,🟠 HIGH
4,12,1,6.39,🟠 HIGH
4,13,4,6.39,🟠 HIGH
4,15,2,6.39,🟠 HIGH
4,18,4,6.39,🟠 HIGH
4,19,75,6.39,🟠 HIGH
4,20,147,6.39,🟠 HIGH
4,21,378,6.39,🟠 HIGH
4,22,599,6.39,🟠 HIGH
4,23,737,6.39,🟠 HIGH
5,0,19,3.18,🟡 MEDIUM
5,1,8,3.18,🟡 MEDIUM
5,2,9,3.18,🟡 MEDIUM
5,3,14,3.18,🟡 MEDIUM
5,4,1,3.18,🟡 MEDIUM
5,5,4,3.18,🟡 MEDIUM
5,6,3,3.18,🟡 MEDIUM
5,10,1,3.18,🟡 MEDIUM
5,11,1,3.18,🟡 MEDIUM
5,12,1,3.18,🟡 MEDIUM
6,0,104,8.06,🔴 CRITICAL
6,1,53,8.06,🔴 CRITICAL
6,2,138,8.06,🔴 CRITICAL
6,3,129,8.06,🔴 CRITICAL
6,4,182,8.06,🔴 CRITICAL
6,5,344,8.06,🔴 CRITICAL
6,6,303,8.06,🔴 CRITICAL
6,7,184,8.06,🔴 CRITICAL
6,8,98,8.06,🔴 CRITICAL
6,9,24,8.06,🔴 CRITICAL
6,10,5,8.06,🔴 CRITICAL
6,11,10,8.06,🔴 CRITICAL
6,12,6,8.06,🔴 CRITICAL
6,13,4,8.06,🔴 CRITICAL
6,14,5,8.06,🔴 CRITICAL
6,15,13,8.06,🔴 CRITICAL
6,16,79,8.06,🔴 CRITICAL
6,17,192,8.06,🔴 CRITICAL
6,18,665,8.06,🔴 CRITICAL
6,19,824,8.06,🔴 CRITICAL
6,20,409,8.06,🔴 CRITICAL
6,21,90,8.06,🔴 CRITICAL
6,22,80,8.06,🔴 CRITICAL
6,23,82,8.06,🔴 CRITICAL
7,0,9,6.79,🟠 HIGH
7,1,4,6.79,🟠 HIGH
7,2,12,6.79,🟠 HIGH
7,3,10,6.79,🟠 HIGH
7,4,21,6.79,🟠 HIGH
7,5,27,6.79,🟠 HIGH
7,6,46,6.79,🟠 HIGH
7,7,31,6.79,🟠 HIGH
7,8,9,6.79,🟠 HIGH
7,10,9,6.79,🟠 HIGH
7,19,3,6.79,🟠 HIGH
7,20,2,6.79,🟠 HIGH
7,21,9,6.79,🟠 HIGH
7,22,10,6.79,🟠 HIGH
7,23,4,6.79,🟠 HIGH
8,0,13,7.19,🔴 CRITICAL
8,1,15,7.19,🔴 CRITICAL
8,2,14,7.19,🔴 CRITICAL
8,3,13,7.19,🔴 CRITICAL
8,4,49,7.19,🔴 CRITICAL
8,5,127,7.19,🔴 CRITICAL
8,6,174,7.19,🔴 CRITICAL
8,7,192,7.19,🔴 CRITICAL
8,8,233,7.19,🔴 CRITICAL
8,9,163,7.19,🔴 CRITICAL
8,10,9,7.19,🔴 CRITICAL
8,11,7,7.19,🔴 CRITICAL
8,20,4,7.19,🔴 CRITICAL
8,21,29,7.19,🔴 CRITICAL
8,22,32,7.19,🔴 CRITICAL
8,23,48,7.19,🔴 CRITICAL
9,0,22,6.42,🟠 HIGH
9,1,13,6.42,🟠 HIGH
9,2,71,6.42,🟠 HIGH
9,3,13,6.42,🟠 HIGH
9,4,35,6.42,🟠 HIGH
9,5,108,6.42,🟠 HIGH
9,6,55,6.42,🟠 HIGH
9,7,61,6.42,🟠 HIGH
9,8,54,6.42,🟠 HIGH
9,9,16,6.42,🟠 HIGH
9,10,6,6.42,🟠 HIGH
9,11,5,6.42,🟠 HIGH
9,19,20,6.42,🟠 HIGH
9,20,32,6.42,🟠 HIGH
9,21,25,6.42,🟠 HIGH
9,22,37,6.42,🟠 HIGH
9,23,23,6.42,🟠 HIGH
10,0,1307,6.81,🟠 HIGH
10,1,660,6.81,🟠 HIGH
10,2,1029,6.81,🟠 HIGH
10,3,1143,6.81,🟠 HIGH
10,4,890,6.81,🟠 HIGH
10,5,543,6.81,🟠 HIGH
10,6,217,6.81,🟠 HIGH
10,7,67,6.81,🟠 HIGH
10,8,76,6.81,🟠 HIGH
10,9,20,6.81,🟠 HIGH
10,11,2,6.81,🟠 HIGH
10,19,83,6.81,🟠 HIGH
10,20,141,6.81,🟠 HIGH
10,21,456,6.81,🟠 HIGH
10,22,1328,6.81,🟠 HIGH
10,23,1288,6.81,🟠 HIGH
11,0,57,5.43,🟠 HIGH
11,1,17,5.43,🟠 HIGH
11,2,43,5.43,🟠 HIGH
11,3,32,5.43,🟠 HIGH
11,4,32,5.43,🟠 HIGH
11,5,17,5.43,🟠 HIGH
11,6,3,5.43,🟠 HIGH
11,8,1,5.43,🟠 HIGH
11,20,5,5.43,🟠 HIGH
11,21,1,5.43,🟠 HIGH
11,22,20,5.43,🟠 HIGH
11,23,16,5.43,🟠 HIGH
12,0,14,4.87,🟠 HIGH
12,1,8,4.87,🟠 HIGH
12,2,3,4.87,🟠 HIGH
12,3,4,4.87,🟠 HIGH
12,4,10,4.87,🟠 HIGH
12,5,17,4.87,🟠 HIGH
12,6,15,4.87,🟠 HIGH
12,7,13,4.87,🟠 HIGH
12,8,5,4.87,🟠 HIGH
12,11,1,4.87,🟠 HIGH
12,21,6,4.87,🟠 HIGH
12,23,4,4.87,🟠 HIGH
13,0,74,4.56,🟠 HIGH
13,1,35,4.56,🟠 HIGH
13,2,40,4.56,🟠 HIGH
13,3,100,4.56,🟠 HIGH
13,4,103,4.56,🟠 HIGH
13,5,50,4.56,🟠 HIGH
13,6,33,4.56,🟠 HIGH
13,7,9,4.56,🟠 HIGH
13,8,2,4.56,🟠 HIGH
13,18,1,4.56,🟠 HIGH
13,20,8,4.56,🟠 HIGH
13,21,9,4.56,🟠 HIGH
13,22,25,4.56,🟠 HIGH
13,23,31,4.56,🟠 HIGH
14,0,82,6.24,🟠 HIGH
14,1,102,6.24,🟠 HIGH
14,2,193,6.24,🟠 HIGH
14,3,99,6.24,🟠 HIGH
14,4,77,6.24,🟠 HIGH
14,5,79,6.24,🟠 HIGH
14,6,67,6.24,🟠 HIGH
14,7,55,6.24,🟠 HIGH
14,8,60,6.24,🟠 HIGH
14,9,8,6.24,🟠 HIGH
14,11,6,6.24,🟠 HIGH
14,13,1,6.24,🟠 HIGH
14,21,3,6.24,🟠 HIGH
14,22,4,6.24,🟠 HIGH
14,23,48,6.24,🟠 HIGH
15,0,31,7.18,🔴 CRITICAL
15,1,17,7.18,🔴 CRITICAL
15,2,142,7.18,🔴 CRITICAL
15,3,67,7.18,🔴 CRITICAL
15,4,107,7.18,🔴 CRITICAL
15,5,203,7.18,🔴 CRITICAL
15,6,162,7.18,🔴 CRITICAL
15,7,107,7.18,🔴 CRITICAL
15,8,52,7.18,🔴 CRITICAL
15,9,2,7.18,🔴 CRITICAL
15,11,1,7.18,🔴 CRITICAL
15,18,28,7.18,🔴 CRITICAL
15,19,154,7.18,🔴 CRITICAL
15,20,111,7.18,🔴 CRITICAL
15,21,60,7.18,🔴 CRITICAL
15,22,23,7.18,🔴 CRITICAL
15,23,36,7.18,🔴 CRITICAL
16,0,188,7.12,🔴 CRITICAL
16,1,236,7.12,🔴 CRITICAL
16,2,373,7.12,🔴 CRITICAL
16,3,419,7.12,🔴 CRITICAL
16,4,258,7.12,🔴 CRITICAL
16,5,98,7.12,🔴 CRITICAL
16,6,92,7.12,🔴 CRITICAL
16,7,63,7.12,🔴 CRITICAL
16,8,66,7.12,🔴 CRITICAL
16,9,19,7.12,🔴 CRITICAL
16,19,2,7.12,🔴 CRITICAL
16,20,26,7.12,🔴 CRITICAL
16,21,71,7.12,🔴 CRITICAL
16,22,131,7.12,🔴 CRITICAL
16,23,267,7.12,🔴 CRITICAL
17,0,90,7.53,🔴 CRITICAL
17,1,68,7.53,🔴 CRITICAL
17,2,27,7.53,🔴 CRITICAL
17,3,29,7.53,🔴 CRITICAL
17,4,63,7.53,🔴 CRITICAL
17,5,65,7.53,🔴 CRITICAL
17,6,285,7.53,🔴 CRITICAL
17,7,782,7.53,🔴 CRITICAL
17,8,394,7.53,🔴 CRITICAL
17,9,25,7.53,🔴 CRITICAL
17,19,4,7.53,🔴 CRITICAL
17,20,14,7.53,🔴 CRITICAL
17,21,27,7.53,🔴 CRITICAL
17,22,32,7.53,🔴 CRITICAL
17,23,59,7.53,🔴 CRITICAL
18,0,210,6.5,🟠 HIGH
18,1,85,6.5,🟠 HIGH
18,2,284,6.5,🟠 HIGH
18,3,197,6.5,🟠 HIGH
18,4,113,6.5,🟠 HIGH
18,5,39,6.5,🟠 HIGH
18,6,6,6.5,🟠 HIGH
18,7,13,6.5,🟠 HIGH
18,9,2,6.5,🟠 HIGH
18,19,71,6.5,🟠 HIGH
18,20,222,6.5,🟠 HIGH
18,21,572,6.5,🟠 HIGH
18,22,647,6.5,🟠 HIGH
18,23,329,6.5,🟠 HIGH
19,2,9,3.86,🟡 MEDIUM
19,5,7,3.86,🟡 MEDIUM
19,20,1,3.86,🟡 MEDIUM
19,21,144,3.86,🟡 MEDIUM
19,22,37,3.86,🟡 MEDIUM
19,23,21,3.86,🟡 MEDIUM
20,0,26,7.2,🔴 CRITICAL
20,1,35,7.2,🔴 CRITICAL
20,2,127,7.2,🔴 CRITICAL
20,3,189,7.2,🔴 CRITICAL
20,4,148,7.2,🔴 CRITICAL
20,5,272,7.2,🔴 CRITICAL
20,6,269,7.2,🔴 CRITICAL
20,7,126,7.2,🔴 CRITICAL
20,8,68,7.2,🔴 CRITICAL
20,11,5,7.2,🔴 CRITICAL
20,14,1,7.2,🔴 CRITICAL
20,19,29,7.2,🔴 CRITICAL
20,20,15,7.2,🔴 CRITICAL
20,21,9,7.2,🔴 CRITICAL
20,22,21,7.2,🔴 CRITICAL
20,23,20,7.2,🔴 CRITICAL
21,0,37,7.25,🔴 CRITICAL
21,1,13,7.25,🔴 CRITICAL
21,2,5,7.25,🔴 CRITICAL
21,3,6,7.25,🔴 CRITICAL
21,4,54,7.25,🔴 CRITICAL
21,5,56,7.25,🔴 CRITICAL
21,6,16,7.25,🔴 CRITICAL
21,7,29,7.25,🔴 CRITICAL
21,8,35,7.25,🔴 CRITICAL
21,9,12,7.25,🔴 CRITICAL
21,19,5,7.25,🔴 CRITICAL
21,20,291,7.25,🔴 CRITICAL
21,21,140,7.25,🔴 CRITICAL
21,22,49,7.25,🔴 CRITICAL
21,23,32,7.25,🔴 CRITICAL
22,0,235,5.69,🟠 HIGH
22,1,67,5.69,🟠 HIGH
22,2,28,5.69,🟠 HIGH
22,3,101,5.69,🟠 HIGH
22,4,21,5.69,🟠 HIGH
22,5,10,5.69,🟠 HIGH
22,6,13,5.69,🟠 HIGH
22,7,3,5.69,🟠 HIGH
22,8,6,5.69,🟠 HIGH
22,9,2,5.69,🟠 HIGH
22,19,15,5.69,🟠 HIGH
22,20,157,5.69,🟠 HIGH
22,21,304,5.69,🟠 HIGH
22,22,169,5.69,🟠 HIGH
22,23,156,5.69,🟠 HIGH
23,0,303,7.54,🔴 CRITICAL
23,1,89,7.54,🔴 CRITICAL
23,2,236,7.54,🔴 CRITICAL
23,3,218,7.54,🔴 CRITICAL
23,4,145,7.54,🔴 CRITICAL
23,5,297,7.54,🔴 CRITICAL
23,6,401,7.54,🔴 CRITICAL
23,7,390,7.54,🔴 CRITICAL
23,8,258,7.54,🔴 CRITICAL
23,9,139,7.54,🔴 CRITICAL
23,10,24,7.54,🔴 CRITICAL
23,11,23,7.54,🔴 CRITICAL
23,12,3,7.54,🔴 CRITICAL
23,18,18,7.54,🔴 CRITICAL
23,19,491,7.54,🔴 CRITICAL
23,20,257,7.54,🔴 CRITICAL
23,21,274,7.54,🔴 CRITICAL
23,22,442,7.54,🔴 CRITICAL
23,23,630,7.54,🔴 CRITICAL
24,0,61,5.8,🟠 HIGH
24,1,18,5.8,🟠 HIGH
24,2,30,5.8,🟠 HIGH
24,3,68,5.8,🟠 HIGH
24,4,76,5.8,🟠 HIGH
24,5,47,5.8,🟠 HIGH
24,6,31,5.8,🟠 HIGH
24,7,13,5.8,🟠 HIGH
24,8,8,5.8,🟠 HIGH
24,9,9,5.8,🟠 HIGH
24,19,24,5.8,🟠 HIGH
24,20,73,5.8,🟠 HIGH
24,21,45,5.8,🟠 HIGH
24,22,71,5.8,🟠 HIGH
24,23,100,5.8,🟠 HIGH
25,0,2,4.25,🟠 HIGH
25,1,1,4.25,🟠 HIGH
25,3,2,4.25,🟠 HIGH
25,4,2,4.25,🟠 HIGH
25,5,6,4.25,🟠 HIGH
25,6,10,4.25,🟠 HIGH
25,21,5,4.25,🟠 HIGH
25,22,5,4.25,🟠 HIGH
25,23,3,4.25,🟠 HIGH
26,1,2,3.98,🟡 MEDIUM
26,3,3,3.98,🟡 MEDIUM
26,4,1,3.98,🟡 MEDIUM
26,5,3,3.98,🟡 MEDIUM
26,6,7,3.98,🟡 MEDIUM
26,8,1,3.98,🟡 MEDIUM
26,19,1,3.98,🟡 MEDIUM
26,20,2,3.98,🟡 MEDIUM
26,21,2,3.98,🟡 MEDIUM
26,22,2,3.98,🟡 MEDIUM
27,0,112,6.72,🟠 HIGH
27,1,76,6.72,🟠 HIGH
27,2,204,6.72,🟠 HIGH
27,3,88,6.72,🟠 HIGH
27,4,122,6.72,🟠 HIGH
27,5,265,6.72,🟠 HIGH
27,6,161,6.72,🟠 HIGH
27,7,34,6.72,🟠 HIGH
27,8,27,6.72,🟠 HIGH
27,9,13,6.72,🟠 HIGH
27,10,2,6.72,🟠 HIGH
27,11,2,6.72,🟠 HIGH
27,12,2,6.72,🟠 HIGH
27,14,1,6.72,🟠 HIGH
27,16,6,6.72,🟠 HIGH
27,18,5,6.72,🟠 HIGH
27,19,41,6.72,🟠 HIGH
27,20,95,6.72,🟠 HIGH
27,21,156,6.72,🟠 HIGH
27,22,215,6.72,🟠 HIGH
27,23,142,6.72,🟠 HIGH
28,0,97,5.67,🟠 HIGH
28,1,78,5.67,🟠 HIGH
28,2,90,5.67,🟠 HIGH
28,3,86,5.67,🟠 HIGH
28,4,55,5.67,🟠 HIGH
28,5,120,5.67,🟠 HIGH
28,6,84,5.67,🟠 HIGH
28,7,5,5.67,🟠 HIGH
28,8,45,5.67,🟠 HIGH
28,9,31,5.67,🟠 HIGH
28,11,1,5.67,🟠 HIGH
28,18,2,5.67,🟠 HIGH
28,19,3,5.67,🟠 HIGH
28,20,10,5.67,🟠 HIGH
28,21,125,5.67,🟠 HIGH
28,22,377,5.67,🟠 HIGH
28,23,365,5.67,🟠 HIGH
29,0,68,6.4,🟠 HIGH
29,1,45,6.4,🟠 HIGH
29,2,129,6.4,🟠 HIGH
29,3,103,6.4,🟠 HIGH
29,4,101,6.4,🟠 HIGH
29,5,168,6.4,🟠 HIGH
29,6,121,6.4,🟠 HIGH
29,7,32,6.4,🟠 HIGH
29,8,5,6.4,🟠 HIGH
29,9,4,6.4,🟠 HIGH
29,19,5,6.4,🟠 HIGH
29,20,13,6.4,🟠 HIGH
29,21,31,6.4,🟠 HIGH
29,22,28,6.4,🟠 HIGH
29,23,63,6.4,🟠 HIGH
30,0,194,6.74,🟠 HIGH
30,1,103,6.74,🟠 HIGH
30,2,173,6.74,🟠 HIGH
30,3,171,6.74,🟠 HIGH
30,4,417,6.74,🟠 HIGH
30,5,555,6.74,🟠 HIGH
30,6,498,6.74,🟠 HIGH
30,7,226,6.74,🟠 HIGH
30,8,32,6.74,🟠 HIGH
30,9,3,6.74,🟠 HIGH
30,12,3,6.74,🟠 HIGH
30,19,17,6.74,🟠 HIGH
30,20,80,6.74,🟠 HIGH
30,21,497,6.74,🟠 HIGH
30,22,400,6.74,🟠 HIGH
30,23,320,6.74,🟠 HIGH
31,0,72,6.31,🟠 HIGH
31,1,29,6.31,🟠 HIGH
31,2,3,6.31,🟠 HIGH
31,3,21,6.31,🟠 HIGH
31,4,122,6.31,🟠 HIGH
31,5,101,6.31,🟠 HIGH
31,6,126,6.31,🟠 HIGH
31,7,84,6.31,🟠 HIGH
31,8,115,6.31,🟠 HIGH
31,9,20,6.31,🟠 HIGH
31,10,1,6.31,🟠 HIGH
31,21,11,6.31,🟠 HIGH
31,22,6,6.31,🟠 HIGH
31,23,47,6.31,🟠 HIGH
32,0,699,5.61,🟠 HIGH
32,1,566,5.61,🟠 HIGH
32,2,955,5.61,🟠 HIGH
32,3,958,5.61,🟠 HIGH
32,4,1744,5.61,🟠 HIGH
32,5,1626,5.61,🟠 HIGH
32,6,825,5.61,🟠 HIGH
32,7,374,5.61,🟠 HIGH
32,8,246,5.61,🟠 HIGH
32,9,93,5.61,🟠 HIGH
32,10,31,5.61,🟠 HIGH
32,11,10,5.61,🟠 HIGH
32,12,12,5.61,🟠 HIGH
32,19,72,5.61,🟠 HIGH
32,20,254,5.61,🟠 HIGH
32,21,437,5.61,🟠 HIGH
32,22,670,5.61,🟠 HIGH
32,23,631,5.61,🟠 HIGH
33,0,12,3.83,🟡 MEDIUM
33,1,7,3.83,🟡 MEDIUM
33,2,1,3.83,🟡 MEDIUM
33,4,5,3.83,🟡 MEDIUM
33,6,4,3.83,🟡 MEDIUM
33,7,4,3.83,🟡 MEDIUM
33,8,1,3.83,🟡 MEDIUM
33,20,1,3.83,🟡 MEDIUM
33,21,2,3.83,🟡 MEDIUM
34,0,449,5.13,🟠 HIGH
34,1,301,5.13,🟠 HIGH
34,2,618,5.13,🟠 HIGH
34,3,443,5.13,🟠 HIGH
34,4,422,5.13,🟠 HIGH
34,5,365,5.13,🟠 HIGH
34,6,218,5.13,🟠 HIGH
34,7,131,5.13,🟠 HIGH
34,8,18,5.13,🟠 HIGH
34,9,16,5.13,🟠 HIGH
34,10,2,5.13,🟠 HIGH
34,11,12,5.13,🟠 HIGH
34,19,7,5.13,🟠 HIGH
34,20,79,5.13,🟠 HIGH
34,21,146,5.13,🟠 HIGH
34,22,308,5.13,🟠 HIGH
34,23,346,5.13,🟠 HIGH
35,0,329,7.52,🔴 CRITICAL
35,1,223,7.52,🔴 CRITICAL
35,2,449,7.52,🔴 CRITICAL
35,3,441,7.52,🔴 CRITICAL
35,4,684,7.52,🔴 CRITICAL
35,5,682,7.52,🔴 CRITICAL
35,6,518,7.52,🔴 CRITICAL
35,7,293,7.52,🔴 CRITICAL
35,8,280,7.52,🔴 CRITICAL
35,9,108,7.52,🔴 CRITICAL
35,10,41,7.52,🔴 CRITICAL
35,11,82,7.52,🔴 CRITICAL
35,12,62,7.52,🔴 CRITICAL
35,13,21,7.52,🔴 CRITICAL
35,18,8,7.52,🔴 CRITICAL
35,19,127,7.52,🔴 CRITICAL
35,20,117,7.52,🔴 CRITICAL
35,21,235,7.52,🔴 CRITICAL
35,22,330,7.52,🔴 CRITICAL
35,23,396,7.52,🔴 CRITICAL
36,0,183,7.57,🔴 CRITICAL
36,1,152,7.57,🔴 CRITICAL
36,2,175,7.57,🔴 CRITICAL
36,3,146,7.57,🔴 CRITICAL
36,4,270,7.57,🔴 CRITICAL
36,5,248,7.57,🔴 CRITICAL
36,6,291,7.57,🔴 CRITICAL
36,7,206,7.57,🔴 CRITICAL
36,8,171,7.57,🔴 CRITICAL
36,9,100,7.57,🔴 CRITICAL
36,10,4,7.57,🔴 CRITICAL
36,11,1,7.57,🔴 CRITICAL
36,16,1,7.57,🔴 CRITICAL
36,19,13,7.57,🔴 CRITICAL
36,20,45,7.57,🔴 CRITICAL
36,21,66,7.57,🔴 CRITICAL
36,22,168,7.57,🔴 CRITICAL
36,23,204,7.57,🔴 CRITICAL
37,0,9,5.43,🟠 HIGH
37,1,6,5.43,🟠 HIGH
37,2,58,5.43,🟠 HIGH
37,3,24,5.43,🟠 HIGH
37,4,5,5.43,🟠 HIGH
37,5,14,5.43,🟠 HIGH
37,6,11,5.43,🟠 HIGH
37,7,21,5.43,🟠 HIGH
37,8,18,5.43,🟠 HIGH
37,21,4,5.43,🟠 HIGH
37,22,14,5.43,🟠 HIGH
38,0,2,4.16,🟠 HIGH
38,1,14,4.16,🟠 HIGH
38,2,17,4.16,🟠 HIGH
38,3,41,4.16,🟠 HIGH
38,4,23,4.16,🟠 HIGH
38,5,3,4.16,🟠 HIGH
38,6,8,4.16,🟠 HIGH
39,0,9,4.41,🟠 HIGH
39,1,7,4.41,🟠 HIGH
39,2,9,4.41,🟠 HIGH
39,3,6,4.41,🟠 HIGH
39,4,5,4.41,🟠 HIGH
39,20,1,4.41,🟠 HIGH
39,22,11,4.41,🟠 HIGH
39,23,12,4.41,🟠 HIGH
40,0,140,6.48,🟠 HIGH
40,1,44,6.48,🟠 HIGH
40,2,41,6.48,🟠 HIGH
40,3,29,6.48,🟠 HIGH
40,4,20,6.48,🟠 HIGH
40,5,29,6.48,🟠 HIGH
40,6,35,6.48,🟠 HIGH
40,7,3,6.48,🟠 HIGH
40,8,3,6.48,🟠 HIGH
40,9,1,6.48,🟠 HIGH
40,19,4,6.48,🟠 HIGH
40,20,4,6.48,🟠 HIGH
40,21,29,6.48,🟠 HIGH
40,22,60,6.48,🟠 HIGH
40,23,70,6.48,🟠 HIGH
41,0,114,7.39,🔴 CRITICAL
41,1,52,7.39,🔴 CRITICAL
41,2,8,7.39,🔴 CRITICAL
41,3,60,7.39,🔴 CRITICAL
41,4,35,7.39,🔴 CRITICAL
41,5,12,7.39,🔴 CRITICAL
41,6,44,7.39,🔴 CRITICAL
41,7,15,7.39,🔴 CRITICAL
41,8,19,7.39,🔴 CRITICAL
41,11,3,7.39,🔴 CRITICAL
41,19,160,7.39,🔴 CRITICAL
41,20,102,7.39,🔴 CRITICAL
41,21,479,7.39,🔴 CRITICAL
41,22,242,7.39,🔴 CRITICAL
41,23,65,7.39,🔴 CRITICAL
42,2,11,4.34,🟠 HIGH
42,3,18,4.34,🟠 HIGH
42,4,1,4.34,🟠 HIGH
42,5,35,4.34,🟠 HIGH
42,6,45,4.34,🟠 HIGH
42,8,2,4.34,🟠 HIGH
42,20,7,4.34,🟠 HIGH
42,22,29,4.34,🟠 HIGH
42,23,4,4.34,🟠 HIGH
43,0,5,5.75,🟠 HIGH
43,1,2,5.75,🟠 HIGH
43,2,16,5.75,🟠 HIGH
43,3,40,5.75,🟠 HIGH
43,4,11,5.75,🟠 HIGH
43,5,35,5.75,🟠 HIGH
43,6,50,5.75,🟠 HIGH
43,7,10,5.75,🟠 HIGH
43,8,4,5.75,🟠 HIGH
43,9,4,5.75,🟠 HIGH
43,10,1,5.75,🟠 HIGH
43,11,4,5.75,🟠 HIGH
43,19,3,5.75,🟠 HIGH
43,21,33,5.75,🟠 HIGH
43,22,23,5.75,🟠 HIGH
43,23,31,5.75,🟠 HIGH
44,0,355,5.28,🟠 HIGH
44,1,432,5.28,🟠 HIGH
44,2,543,5.28,🟠 HIGH
44,3,434,5.28,🟠 HIGH
44,4,567,5.28,🟠 HIGH
44,5,675,5.28,🟠 HIGH
44,6,382,5.28,🟠 HIGH
44,7,184,5.28,🟠 HIGH
44,8,57,5.28,🟠 HIGH
44,9,19,5.28,🟠 HIGH
44,10,4,5.28,🟠 HIGH
44,20,5,5.28,🟠 HIGH
44,21,27,5.28,🟠 HIGH
44,22,17,5.28,🟠 HIGH
44,23,113,5.28,🟠 HIGH
45,0,32,6.49,🟠 HIGH
45,2,22,6.49,🟠 HIGH
45,4,66,6.49,🟠 HIGH
45,5,57,6.49,🟠 HIGH
45,6,48,6.49,🟠 HIGH
45,7,7,6.49,🟠 HIGH
45,19,1,6.49,🟠 HIGH
45,20,11,6.49,🟠 HIGH
45,21,21,6.49,🟠 HIGH
45,22,40,6.49,🟠 HIGH
45,23,17,6.49,🟠 HIGH
46,0,230,5.62,🟠 HIGH
46,1,195,5.62,🟠 HIGH
46,2,167,5.62,🟠 HIGH
46,3,234,5.62,🟠 HIGH
46,4,231,5.62,🟠 HIGH
46,5,396,5.62,🟠 HIGH
46,6,248,5.62,🟠 HIGH
46,7,167,5.62,🟠 HIGH
46,8,100,5.62,🟠 HIGH
46,9,28,5.62,🟠 HIGH
46,11,7,5.62,🟠 HIGH
46,19,6,5.62,🟠 HIGH
46,20,100,5.62,🟠 HIGH
46,21,280,5.62,🟠 HIGH
46,22,422,5.62,🟠 HIGH
46,23,410,5.62,🟠 HIGH
47,0,106,5.59,🟠 HIGH
47,1,66,5.59,🟠 HIGH
47,2,94,5.59,🟠 HIGH
47,3,45,5.59,🟠 HIGH
